dedupe	devocalize	split 1	split 2	split 3	split4	IsWord
סאָקעליװקע	סאָקעליװקע	סאָקעליװקע				
סאָקעליװקע 	סאָקעליװקע 	סאָקעליװקע				
סאקעס	סאקעס	סאקעס				
סאקצײע	סאקצײע	סאקצײע				
סאראוניאן	סאראוניאן	סאראוניאן				
סאַראוניאָן	סאַראוניאָן	סאַראוניאָן				
סאראטאגא ספרינגס	סאראטאגא ספרינגס	סאראטאגא	ספרינגס			
סאראטאוו	סאראטאוו	סאראטאוו				
סאַראַטאָװ	סאַראַטאָװ	סאַראַטאָװ				
סאראטוב	סאראטוב	סאראטוב				
סאראיעווע	סאראיעווע	סאראיעווע				
סאַראַיעװע	סאַראַיעװע	סאַראַיעװע				
סאראנאק	סאראנאק	סאראנאק				
סאראנפּאָטאָק	סאראנפּאָטאָק	סאראנפּאָטאָק				
סאראסאו	סאראסאו	סאראסאו				
סאראקא	סאראקא	סאראקא				
סאראקי	סאראקי	סאראקי				
סאראקע	סאראקע	סאראקע				
סאָראָקע	סאָראָקע	סאָראָקע				
סאָראָקע 	סאָראָקע 	סאָראָקע				
סארבורג	סארבורג	סארבורג				
סאַרבורג	סאַרבורג	סאַרבורג				
סארבריקן	סארבריקן	סארבריקן				
סאַרבריקן	סאַרבריקן	סאַרבריקן				
סארגאמין	סארגאמין	סארגאמין				
סאַרגאַמין	סאַרגאַמין	סאַרגאַמין				
סארדאק	סארדאק	סארדאק				
סארדהעל	סארדהעל	סארדהעל				
סארוואסא	סארוואסא	סארוואסא				
סארוואש	סארוואש	סארוואש				
סארוויש	סארוויש	סארוויש				
סאָרװאַסאָ	סאָרװאַסאָ	סאָרװאַסאָ				
סאָרװאָש	סאָרװאָש	סאָרװאָש				
סאָרװעט	סאָרװעט	סאָרװעט				
סארלואי	סארלואי	סארלואי				
סאַרלואי	סאַרלואי	סאַרלואי				
סארלוי	סארלוי	סארלוי				
סארנאק	סארנאק	סארנאק				
סאַרנאַק	סאַרנאַק	סאַרנאַק				
סארנאקי	סארנאקי	סארנאקי				
סארני	סארני	סארני				
סאַרנע	סאַרנע	סאַרנע				
סאַרפעלד	סאַרפעלד	סאַרפעלד				
סארצין	סארצין	סארצין				
סארקאדאן	סארקאדאן	סארקאדאן				
סארקאמלע	סארקאמלע	סארקאמלע				
סבאסלא	סבאסלא	סבאסלא				
סביונטה	סביונטה	סביונטה				
סבסטופול	סבסטופול	סבסטופול				
סבערנדיא	סבערנדיא	סבערנדיא				
סגאליטץ	סגאליטץ	סגאליטץ				
סגאליץ	סגאליץ	סגאליץ				
סגאמפע	סגאמפע	סגאמפע				
סגהאלום	סגהאלום	סגהאלום				
סגולסק	סגולסק	סגולסק				
"סד""ה"	"סד""ה"	"סד""ה"				TRUE
סדאשאוו	סדאשאוו	סדאשאוו				
סדאַשאָװ	סדאַשאָװ	סדאַשאָװ				
סדאשאף	סדאשאף	סדאשאף				
סדיגורא	סדיגורא	סדיגורא				
סדיגורה	סדיגורה	סדיגורה				
סדילקאב	סדילקאב	סדילקאב				
סדילקיוו	סדילקיוו	סדילקיוו				
סדילקעוו	סדילקעוו	סדילקעוו				
סדילקעװ	סדילקעװ	סדילקעװ				
סדרוקאפסי	סדרוקאפסי	סדרוקאפסי				
סדרוקפצי	סדרוקפצי	סדרוקפצי				
סהקאווע	סהקאווע	סהקאווע				
סואוואלק	סואוואלק	סואוואלק				
סואװאַלק	סואװאַלק	סואװאַלק				
סובאָט 	סובאָט 	סובאָט				
סובאָטיץ 	סובאָטיץ 	סובאָטיץ				
סובאטיצע	סובאטיצע	סובאטיצע				
סובאָטיצע	סובאָטיצע	סובאָטיצע				
סובאָטניק 	סובאָטניק 	סובאָטניק				
סובאטקע	סובאטקע	סובאטקע				
סובאטש	סובאטש	סובאטש				
סובאָטש	סובאָטש	סובאָטש				
סובאָטש	סובאָטש	סובאָטש				
סובאָטש 	סובאָטש 	סובאָטש				
סובאלק	סובאלק	סובאלק				
סובוטה	סובוטה	סובוטה				
סוביינייה יאזיורי	סוביינייה יאזיורי	סוביינייה	יאזיורי			
סובלק	סובלק	סובלק				
סובסטוב	סובסטוב	סובסטוב				
סובקוב	סובקוב	סובקוב				
סוגיט	סוגיט	סוגיט				
סוגלעגעד	סוגלעגעד	סוגלעגעד				
סודאסויא	סודאסויא	סודאסויא				
סודאק	סודאק	סודאק				
סודארג	סודארג	סודארג				
סודאַרג	סודאַרג	סודאַרג				
סודאַרג 	סודאַרג 	סודאַרג				
סודי	סודי	סודי				
סודיטש	סודיטש	סודיטש				
סודילקאוו	סודילקאוו	סודילקאוו				
סודיעטץ	סודיעטץ	סודיעטץ				
סודיץ	סודיץ	סודיץ				
סוהאָ	סוהאָ	סוהאָ				
סוהאקאלע	סוהאקאלע	סוהאקאלע				
סוהאָקאָלע	סוהאָקאָלע	סוהאָקאָלע				
סוהיד	סוהיד	סוהיד				
סוואדאשטש	סוואדאשטש	סוואדאשטש				
סוואַדאָשטש	סוואַדאָשטש	סוואַדאָשטש				
סוואלאווא	סוואלאווא	סוואלאווא				
סוואלאווע	סוואלאווע	סוואלאווע				
סוואלווע	סוואלווע	סוואלווע				
סוואליאווא	סוואליאווא	סוואליאווא				
סוואליווא	סוואליווא	סוואליווא				
סוואליווע	סוואליווע	סוואליווע				
סוואליעווא	סוואליעווא	סוואליעווא				
סוואליעווע	סוואליעווע	סוואליעווע				
סוואלעווע	סוואלעווע	סוואלעווע				
סוואלק	סוואלק	סוואלק				
סוואנסי	סוואנסי	סוואנסי				
סווואלק	סווואלק	סווואלק				
סוווינישאק	סוווינישאק	סוווינישאק				
סוּווינישאָק	סוּווינישאָק	סוּווינישאָק				
סווידיניק	סווידיניק	סווידיניק				
סווידנטשיק	סווידנטשיק	סווידנטשיק				
סווידניטשקע	סווידניטשקע	סווידניטשקע				
סווידניצא	סווידניצא	סווידניצא				
סווידניק	סווידניק	סווידניק				
סווידנעטשיק	סווידנעטשיק	סווידנעטשיק				
סווינעך	סווינעך	סווינעך				
סווינצאן	סווינצאן	סווינצאן				
סווינציאן	סווינציאן	סווינציאן				
סוויסלאטש	סוויסלאטש	סוויסלאטש				
סוויסלאץ	סוויסלאץ	סוויסלאץ				
סוויסלעוויץ	סוויסלעוויץ	סוויסלעוויץ				
סוויר	סוויר	סוויר				
סווירז	סווירז	סווירז				
סווירש	סווירש	סווירש				
סווענציאן	סווענציאן	סווענציאן				
סווענציאנקע	סווענציאנקע	סווענציאנקע				
סווערזש	סווערזש	סווערזש				
סווערזשנע	סווערזשנע	סווערזשנע				
סוועריש	סוועריש	סוועריש				
סווערש	סווערש	סווערש				
סווערשטש	סווערשטש	סווערשטש				
סוורז׳נא	סוורז׳נא	סוורז׳נא				
סוּװאַלק 	סוּװאַלק 	סוּװאַלק				
סוּװינישאָק 	סוּװינישאָק 	סוּװינישאָק				
סוחאטשין	סוחאטשין	סוחאטשין				
סוטשאווא	סוטשאווא	סוטשאווא				
סוטשאַן	סוטשאַן	סוטשאַן				
סוטשעװע	סוטשעװע	סוטשעװע				
סוידטץ	סוידטץ	סוידטץ				
סויטה בעטעלהיים	סויטה בעטעלהיים	סויטה	בעטעלהיים			
סויטשאווע	סויטשאווע	סויטשאווע				
סויסלוץ	סויסלוץ	סויסלוץ				
סוכאָדאָל 	סוכאָדאָל 	סוכאָדאָל				
סוכאוואליע	סוכאוואליע	סוכאוואליע				
סוכאוואלע	סוכאוואלע	סוכאוואלע				
סוכאַװאָליע 	סוכאַװאָליע 	סוכאַװאָליע				
סוכאָװאָליע 	סוכאָװאָליע 	סוכאָװאָליע				
סוכאָלאָװע	סוכאָלאָװע	סוכאָלאָװע				
סוכאַרי 	סוכאַרי 	סוכאַרי				
סוכדניוב	סוכדניוב	סוכדניוב				
סוכה	סוכה	סוכה				YES
סוכוצ'ין	סוכוצ'ין	סוכוצ'ין				
סוכױ־יאַר 	סוכױ־יאַר 	סוכױ־יאַר				
סוכע	סוכע	סוכע				
סוכעדאל	סוכעדאל	סוכעדאל				
סוכעדאָל	סוכעדאָל	סוכעדאָל				
סוכעדניעוו	סוכעדניעוו	סוכעדניעוו				
סוכעדניעװ	סוכעדניעװ	סוכעדניעװ				
סוכעדנעוו	סוכעדנעוו	סוכעדנעוו				
סולאץ ע	סולאץ ע	סולאץ	ע			
סולוטבינה	סולוטבינה	סולוטבינה				
סולי	סולי	סולי				
סולייוב	סולייוב	סולייוב				
סוליעון	סוליעון	סוליעון				
סוליצע	סוליצע	סוליצע				
סוליצע 	סוליצע 	סוליצע				
סוליש	סוליש	סוליש				
סולישט	סולישט	סולישט				
סולמייז'יצה	סולמייז'יצה	סולמייז'יצה				
סולעיעוו	סולעיעוו	סולעיעוו				
סולעיִעװ	סולעיִעװ	סולעיִעװ				
סולץ	סולץ	סולץ				
סולץ־סו־פאָרע	סולץ־סו־פאָרע	סולץ־סו־פאָרע				
סולץ ביים אייבערריין	סולץ ביים אייבערריין	סולץ	ביים	אייבערריין		
סולץ בײַם עייבעררײן	סולץ בײַם עייבעררײן	סולץ	בײַם	עייבעררײן		
סולצמאט	סולצמאט	סולצמאט				
סולצמאַט	סולצמאַט	סולצמאַט				
סולקאָװיצע 	סולקאָװיצע 	סולקאָװיצע				
סומא	סומא	סומא				
סומאַליגסקי	סומאַליגסקי	סומאַליגסקי				
סומאפּאטיק	סומאפּאטיק	סומאפּאטיק				
סומבור	סומבור	סומבור				
סומונדרא	סומונדרא	סומונדרא				
סומי	סומי	סומי				
סומעווע	סומעווע	סומעווע				
סומעװע	סומעװע	סומעװע				
סומפולנו	סומפולנו	סומפולנו				
סונאוויץ	סונאוויץ	סונאוויץ				
סונדערלאנד	סונדערלאנד	סונדערלאנד				
סוסה	סוסה	סוסה				
סוסנוביצה	סוסנוביצה	סוסנוביצה				
סוסעני	סוסעני	סוסעני				
סוסק	סוסק	סוסק				
סוף	סוף	סוף				
סופיא	סופיא	סופיא				
סופיאה	סופיאה	סופיאה				
סופיריור	סופיריור	סופיריור				
סופראסל	סופראסל	סופראסל				
סופראסליע	סופראסליע	סופראסליע				
סופּראַסליע 	סופּראַסליע 	סופּראַסליע				
סופראסלע	סופראסלע	סופראסלע				
סופּראַסלע	סופּראַסלע	סופּראַסלע				
סוציע 	סוציע 	סוציע				
סוק	סוק	סוק				
סוקאל	סוקאל	סוקאל				
סוקול	סוקול	סוקול				
סוקולוב	סוקולוב	סוקולוב				
סוקולובקה	סוקולובקה	סוקולובקה				
סוקוליקי	סוקוליקי	סוקוליקי				
סוקירניציה	סוקירניציה	סוקירניציה				
סוקסא	סוקסא	סוקסא				
סוראגנא	סוראגנא	סוראגנא				
סוראז	סוראז	סוראז				
סוראזש	סוראזש	סוראזש				
סוראַזש	סוראַזש	סוראַזש				
סוראַזש 	סוראַזש 	סוראַזש				
סוראצק	סוראצק	סוראצק				
סורדאק	סורדאק	סורדאק				
סורדאָק	סורדאָק	סורדאָק				
סורדוק	סורדוק	סורדוק				
סורדעק	סורדעק	סורדעק				
סורװילישאָק 	סורװילישאָק 	סורװילישאָק				
סורװילישיק	סורװילישיק	סורװילישיק				
סורטה	סורטה	סורטה				
סורייא	סורייא	סורייא				
סװאַדאָשטש	סװאַדאָשטש	סװאַדאָשטש				
סװאַדאָשטש 	סװאַדאָשטש 	סװאַדאָשטש				
סװאַליװע	סװאַליװע	סװאַליװע				
סװאַליעװע 	סװאַליעװע 	סװאַליעװע				
סװאַנסי	סװאַנסי	סװאַנסי				
סװיאַטע טראָצקאַיע	סװיאַטע טראָצקאַיע	סװיאַטע	טראָצקאַיע			
סװידניטשקע	סװידניטשקע	סװידניטשקע				
סװידניצע	סװידניצע	סװידניצע				
סװידניק	סװידניק	סװידניק				
סװידנעװ	סװידנעװ	סװידנעװ				
סװיניק	סװיניק	סװיניק				
סװינעך 	סװינעך 	סװינעך				
סװיסלאָטש	סװיסלאָטש	סװיסלאָטש				
סװיר	סװיר	סװיר				
סװיר 	סװיר 	סװיר				
סװירש 	סװירש 	סװירש				
סװענציאַן	סװענציאַן	סװענציאַן				
סװענציאַנקע	סװענציאַנקע	סװענציאַנקע				
סװענציצע 	סװענציצע 	סװענציצע				
סװערזש	סװערזש	סװערזש				
סװערזשנע	סװערזשנע	סװערזשנע				
סװעריש	סװעריש	סװעריש				
סװערשטש	סװערשטש	סװערשטש				
סױע	סױע	סױע				
סחודניץ	סחודניץ	סחודניץ				
סחודניצא	סחודניצא	סחודניצא				
סחודניצה	סחודניצה	סחודניצה				
סחידניטץ	סחידניטץ	סחידניטץ				
סחידניצע	סחידניצע	סחידניצע				
סט. לואיס	סט. לואיס	סט.	לואיס			
סט' לאַסלױ	סט' לאַסלױ	סט'	לאַסלױ			
סטאַבוכװע 	סטאַבוכװע 	סטאַבוכװע				
סטאַביכװע	סטאַביכװע	סטאַביכװע				
סטאבניץ	סטאבניץ	סטאבניץ				
סטאַבניץ	סטאַבניץ	סטאַבניץ				
סטאָבניץ 	סטאָבניץ 	סטאָבניץ				
סטאדינע	סטאדינע	סטאדינע				
סטאדלאפּוסטא	סטאדלאפּוסטא	סטאדלאפּוסטא				
סטאדענא	סטאדענא	סטאדענא				
סטאדעני	סטאדעני	סטאדעני				
סטאדענע	סטאדענע	סטאדענע				
סטאוויסק	סטאוויסק	סטאוויסק				
סטאוויראווי	סטאוויראווי	סטאוויראווי				
סטאווישטש	סטאווישטש	סטאווישטש				
סטאווישין	סטאווישין	סטאווישין				
סטאוועשין	סטאוועשין	סטאוועשין				
סטאָװ 	סטאָװ 	סטאָװ				
סטאַװטשאַן 	סטאַװטשאַן 	סטאַװטשאַן				
סטאַװיסק	סטאַװיסק	סטאַװיסק				
סטאַװיסק 	סטאַװיסק 	סטאַװיסק				
סטאַװישטש	סטאַװישטש	סטאַװישטש				
סטאַװישטש 	סטאַװישטש 	סטאַװישטש				
סטאַװישין	סטאַװישין	סטאַװישין				
סטאַװישין 	סטאַװישין 	סטאַװישין				
סטאַװנע	סטאַװנע	סטאַװנע				
סטאַװקע	סטאַװקע	סטאַװקע				
סטאַװראָװקע 	סטאַװראָװקע 	סטאַװראָװקע				
סטאַיע	סטאַיע	סטאַיע				
סטאַכאָװ	סטאַכאָװ	סטאַכאָװ				
סטאכעוו	סטאכעוו	סטאכעוו				
סטאַכעװ 	סטאַכעװ 	סטאַכעװ				
סטאלאוויץ	סטאלאוויץ	סטאלאוויץ				
סטאָלאָװיץ	סטאָלאָװיץ	סטאָלאָװיץ				
סטאלאצקע	סטאלאצקע	סטאלאצקע				
סטאַלבאָװשטשינע 	סטאַלבאָװשטשינע 	סטאַלבאָװשטשינע				
סטאלין	סטאלין	סטאלין				
סטאָלין	סטאָלין	סטאָלין				
סטאָלין 	סטאָלין 	סטאָלין				
