sent.no	1	s	_	_2	_3	_4	_5	_6	_7	_8	ratio
30234	30536	איך	_	PRON	_	_	_	_	_	_	0.81
30234	30537	מוז	_	X	_	_	_	_	_	_	0.81
30234	30538	זיי	_	PRON	_	_	_	_	_	_	0.81
30234	30539	ווייזן	_	_	_	_	_	_	_	_	0.81
30234	30540	דער	_	DET	_	_	_	_	_	_	0.81
30234	30541	קיניגן	_	_	_	_	_	_	_	_	0.81
30234	30542	,	_	PUNCT	_	_	_	_	_	_	0.81
30234	30543	מאָרגן	_	_	_	_	_	_	_	_	0.81
30234	30544	וועט	_	X	_	_	_	_	_	_	0.81
30234	30545	איר	_	PRON	_	_	_	_	_	_	0.81
30234	30546	האָבּן	_	X	_	_	_	_	_	_	0.81
30234	30547	ענטפער	_	_	_	_	_	_	_	_	0.81
30234	30548	“	_	PUNCT	_	_	_	_	_	_	0.81
30234	30549	.	_	PUNCT	_	_	_	_	_	_	0.81
30256											0.88
30256	30551	אויף	_	ADP	_	_	_	_	_	_	0.88
30256	30552	מאָרגן	_	X	_	_	_	_	_	_	0.88
30256	30553	איז	_	X	_		_	_	_	_	0.88
30256	30554	ער	_	PRON	_	_	_	_	_	_	0.88
30256	30555	ווידערגעקומען	_	_	_	_	_	_	_	_	0.88
30256	30556	צו	_	ADP	_	_	_	_	_	_	0.88
30256	30557	אים	_	PRON	_	_	_	_	_	_	0.88
30256	30558	.	_	PUNCT	_	_	_	_	_	_	0.88
30265											0.74
30265	30560	זאָגט	_	VERB	_	_	_	_	_	_	0.74
30265	30561	ער	_	PRON	_	_	_	_	_	_	0.74
30265	30562	:	_	PUNCT	_	_	_	_	_	_	0.74
30265	30563	„	_	PUNCT	_	_	_	_	_	_	0.74
30265	30564	די	_	DET	_	_	_	_	_	_	0.74
30265	30565	קיניגן	_	_	_	_	_	_	_	_	0.74
30265	30566	איז	_	X	_		_	_	_	_	0.74
30265	30567	צופרידן	_	_	_	_	_	_	_	_	0.74
30265	30568	מיט	_	ADP	_	_	_	_	_	_	0.74
30265	30569	די	_	DET	_	_	_	_	_	_	0.74
30265	30570	שטיינער	_	_	_	_	_	_	_	_	0.74
30265	30571	,	_	PUNCT	_	_	_	_	_	_	0.74
30265	30572	אָבּער	_	_	_	_	_	_	_	_	0.74
30265	30573	איר	_	PRON	_	_	_	_	_	_	0.74
30265	30574	מוזט	_	_	_	_	_	_	_	_	0.74
30265	30575	עפּעס	_	X	_	_	_	_	_	_	0.74
30265	30576	אָפּלאָזן	_	NOUN	_	_	_	_	_	_	0.74
30265	30577	“	_	PUNCT	_	_	_	_	_	_	0.74
30265	30578	.	_	PUNCT	_	_	_	_	_	_	0.74
30285											0.73
30285	30580	זאָגט	_	VERB	_	_	_	_	_	_	0.73
30285	30581	ער	_	PRON	_	_	_	_	_	_	0.73
30285	30582	[	_	_	_	_	_	_	_	_	0.73
30285	30583	מיין	_	X	_	_	_	_	_	_	0.73
30285	30584	זון	_	NOUN	_	_	_	_	_	_	0.73
30285	30585	]	_	_	_	_	_	_	_	_	0.73
30285	30586	:	_	PUNCT	_	_	_	_	_	_	0.73
30285	30587	„	_	PUNCT	_	_	_	_	_	_	0.73
30285	30588	מיר	_	PRON	_	_	_	_	_	_	0.73
30285	30589	האָבּן	_	X	_	_	_	_	_	_	0.73
30285	30590	ניט	_	PART	_	_	_	_	_	_	0.73
30285	30591	צופיל	_	_	_	_	_	_	_	_	0.73
30285	30592	געשטעלט	_	VERB	_	_	_	_	_	_	0.73
30285	30593	,	_	PUNCT	_	_	_	_	_	_	0.73
30285	30594	דאָך	_	ADV	_	_	_	_	_	_	0.73
30285	30595	וועלן	_	_	_	_	_	_	_	_	0.73
30285	30596	מיר	_	PRON	_	_	_	_	_	_	0.73
30285	30597	אָפּלאָזן	_	NOUN	_	_	_	_	_	_	0.73
30285	30598	פופציג	_	_	_	_	_	_	_	_	0.73
30285	30599	רייכסטאָלער	_	_	_	_	_	_	_	_	0.73
30285	30600	“	_	PUNCT	_	_	_	_	_	_	0.73
30285	30601	.	_	PUNCT	_	_	_	_	_	_	0.73
30308											0.67
30308	30603	מיר	_	PRON	_	_	_	_	_	_	0.67
30308	30604	האָבּן	_	X	_	_	_	_	_	_	0.67
30308	30605	געקריגן	_	_	_	_	_	_	_	_	0.67
30308	30606	אַן	_	DET	_	_	_	_	_	_	0.67
30308	30607	אָנווייזונג	_	_	_	_	_	_	_	_	0.67
30308	30608	אויף	_	ADP	_	_	_	_	_	_	0.67
30308	30609	אונזער	_	_	_	_	_	_	_	_	0.67
30308	30610	געלט	_	NOUN	_	_	_	_	_	_	0.67
30308	30611	.	_	PUNCT	_	_	_	_	_	_	0.67
30318											0.81
30318	30613	עטליכע	_	_	_	_	_	_	_	_	0.81
30318	30614	חדשים	_	NOUN	_	_	_	_	_	_	0.81
30318	30615	נאָך	_	X	_	_	_	_	_	_	0.81
30318	30616	דעם	_	DET	_	_	_	_	_	_	0.81
30318	30617	,	_	PUNCT	_	_	_	_	_	_	0.81
30318	30618	שיקט	_	_	_	_	_	_	_	_	0.81
30318	30619	גראַף	_	NOUN	_	_	_	_	_	_	0.81
30318	30620	מונק	_	_	_	_	_	_	_	_	0.81
30318	30621	ווידער	_	X	_	_	_	_	_	_	0.81
30318	30622	נאָך	_	X	_	_	_	_	_	_	0.81
30318	30623	אונז	_	_	_	_	_	_	_	_	0.81
30318	30624	,	_	PUNCT	_	_	_	_	_	_	0.81
30318	30625	איך	_	PRON	_	_	_	_	_	_	0.81
30318	30626	און	_	CCONJ	_	_	_	_	_	_	0.81
30318	30627	מיין	_	X	_	_	_	_	_	_	0.81
30318	30628	זון	_	NOUN	_	_	_	_	_	_	0.81
30318	30629	זאָלן	_	AUX	_	_	_	_	_	_	0.81
30318	30630	צו	_	ADP	_	_	_	_	_	_	0.81
30318	30631	אים	_	PRON	_	_	_	_	_	_	0.81
30318	30632	קומען	_	VERB	_	_	_	_	_	_	0.81
30318	30633	.	_	PUNCT	_	_	_	_	_	_	0.81
30340											0.83
30340	30635	מיר	_	PRON	_	_	_	_	_	_	0.83
30340	30636	זיינען	_	_	_	_	_	_	_	_	0.83
30340	30637	געקומען	_	VERB	_	_	_	_	_	_	0.83
30340	30638	צו	_	ADP	_	_	_	_	_	_	0.83
30340	30639	אים	_	PRON	_	_	_	_	_	_	0.83
30340	30640	.	_	PUNCT	_	_	_	_	_	_	0.83
30347											0.36
30347	30642	זאָגט	_	VERB	_	_	_	_	_	_	0.36
30347	30643	ער	_	PRON	_	_	_	_	_	_	0.36
30347	30644	אונז	_	_	_	_	_	_	_	_	0.36
30347	30645	,	_	PUNCT	_	_	_	_	_	_	0.36
30347	30646	די	_	DET	_	_	_	_	_	_	0.36
30347	30647	קיניגן	_	_	_	_	_	_	_	_	0.36
30347	30648	וויל	_	_	_	_	_	_	_	_	0.36
30347	30649	זעהר	_	_	_	_	_	_	_	_	0.36
30347	30650	האָבּן	_	X	_	_	_	_	_	_	0.36
30347	30651	בּריליאַנטן	_	_	_	_	_	_	_	_	0.36
30347	30652	פאַר	_	_	_	_	_	_	_	_	0.36
30347	30653	אַכציג	_	_	_	_	_	_	_	_	0.36
30347	30654	טויזנט	_	_	_	_	_	_	_	_	0.36
30347	30655	רייכס-	_	_	_	_	_	_	_	_	0.36
30362											0.61
30362	30657	טאָלער	_	NOUN	_	_	_	_	_	_	0.61
30362	30658	און	_	CCONJ	_	_	_	_	_	_	0.61
30362	30659	אַזוינע	_	_	_	_	_	_	_	_	0.61
30362	30660	שטיינער	_	_	_	_	_	_	_	_	0.61
30362	30661	,	_	PUNCT	_	_	_	_	_	_	0.61
30362	30662	ווי	_	X	_	_	_	_	_	_	0.61
30362	30663	זיי	_	PRON	_	_	_	_	_	_	0.61
30362	30664	שטייען	_	_	_	_	_	_	_	_	0.61
30362	30665	דאָ	_	X	_	_	_	_	_	_	0.61
30362	30666	אויפן	_	_	_	_	_	_	_	_	0.61
30362	30667	פּאַפּיר	_	NOUN	_	_	_	_	_	_	0.61
30362	30668	,	_	PUNCT	_	_	_	_	_	_	0.61
30362	30669	נעמליך	_	_	_	_	_	_	_	_	0.61
30362	30670	,	_	PUNCT	_	_	_	_	_	_	0.61
30362	30671	אַזויפיל	_	_	_	_	_	_	_	_	0.61
30362	30672	שטיק	_	NOUN	_	_	_	_	_	_	0.61
30362	30673	פון	_	ADP	_	_	_	_	_	_	0.61
30362	30674	פיר	_	_	_	_	_	_	_	_	0.61
30362	30675	קאַראַט	_	NOUN	_	_	_	_	_	_	0.61
30362	30676	,	_	PUNCT	_	_	_	_	_	_	0.61
30362	30677	אַזויפיל	_	_	_	_	_	_	_	_	0.61
30362	30678	פון	_	ADP	_	_	_	_	_	_	0.61
30362	30679	פינף	_	_	_	_	_	_	_	_	0.61
30362	30680	קאַראַט	_	NOUN	_	_	_	_	_	_	0.61
30362	30681	און	_	CCONJ	_	_	_	_	_	_	0.61
30362	30682	פון	_	ADP	_	_	_	_	_	_	0.61
30362	30683	זיבּן	_	_	_	_	_	_	_	_	0.61
30362	30684	,	_	PUNCT	_	_	_	_	_	_	0.61
30362	30685	און	_	CCONJ	_	_	_	_	_	_	0.61
30362	30686	פון	_	ADP	_	_	_	_	_	_	0.61
30362	30687	אַכט	_	_	_	_	_	_	_	_	0.61
30362	30688	און	_	CCONJ	_	_	_	_	_	_	0.61
30362	30689	צוועלף	_	_	_	_	_	_	_	_	0.61
30362	30690	בּיז	_	_	_	_	_	_	_	_	0.61
30362	30691	זעכצען	_	_	_	_	_	_	_	_	0.61
30362	30692	,	_	PUNCT	_	_	_	_	_	_	0.61
30362	30693	אויך	_	ADV	_	_	_	_	_	_	0.61
30362	30694	בּיז	_	_	_	_	_	_	_	_	0.61
30362	30695	צוואַנציג	_	_	_	_	_	_	_	_	0.61
30362	30696	קאַראַט	_	NOUN	_	_	_	_	_	_	0.61
30362	30697	.	_	PUNCT	_	_	_	_	_	_	0.61
30404											0.73
30404	30699	זאָג	_	VERB	_	_	_	_	_	_	0.73
30404	30700	איך	_	PRON	_	_	_	_	_	_	0.73
30404	30701	:	_	PUNCT	_	_	_	_	_	_	0.73
30404	30702	„	_	PUNCT	_	_	_	_	_	_	0.73
30404	30703	מיין	_	X	_	_	_	_	_	_	0.73
30404	30704	גאַנץ	_	X	_	_	_	_	_	_	0.73
30404	30705	פאַרמעגן	_	_	_	_	_	_	_	_	0.73
30404	30706	בּאַטרעפט	_	_	_	_	_	_	_	_	0.73
30404	30707	ניט	_	PART	_	_	_	_	_	_	0.73
30404	30708	אַזויפיל	_	_	_	_	_	_	_	_	0.73
30404	30709	צו	_	ADP	_	_	_	_	_	_	0.73
30404	30710	קויפן	_	_	_	_	_	_	_	_	0.73
30404	30711	אַזאַ	_	ADJ	_	_	_	_	_	_	0.73
30404	30712	צירונג	_	NOUN	_	_	_	_	_	_	0.73
30404	30713	.	_	PUNCT	_	_	_	_	_	_	0.73
30420											0.57
30420	30715	פונ-	_	_	_	_	_	_	_	_	0.57
30420	30716	דעסטוועגן	_	_	_	_	_	_	_	_	0.57
30420	30717	,	_	PUNCT	_	_	_	_	_	_	0.57
30420	30718	אויבּ	_	_	_	_	_	_	_	_	0.57
30420	30719	איר	_	PRON	_	_	_	_	_	_	0.57
30420	30720	וועט	_	X	_	_	_	_	_	_	0.57
30420	30721	מיר	_	PRON	_	_	_	_	_	_	0.57
30420	30722	געבּן	_	_	_	_	_	_	_	_	0.57
30420	30723	צוואַנציג	_	_	_	_	_	_	_	_	0.57
30420	30724	טויזנט	_	_	_	_	_	_	_	_	0.57
30420	30725	רייכסטאָלער	_	_	_	_	_	_	_	_	0.57
30420	30726	אויף	_	ADP	_	_	_	_	_	_	0.57
30420	30727	דער	_	DET	_	_	_	_	_	_	0.57
30420	30728	האַנט	_	NOUN	_	_	_	_	_	_	0.57
30420	30729	,	_	PUNCT	_	_	_	_	_	_	0.57
30420	30730	וועל	_	_	_	_	_	_	_	_	0.57
30420	30731	איך	_	PRON	_	_	_	_	_	_	0.57
30420	30732	זיי	_	PRON	_	_	_	_	_	_	0.57
30420	30733	שאַפן	_	_	_	_	_	_	_	_	0.57
30420	30734	“	_	PUNCT	_	_	_	_	_	_	0.57
30420	30735	.	_	PUNCT	_	_	_	_	_	_	0.57
30442											0.82
30442	30737	זאָגט	_	VERB	_	_	_	_	_	_	0.82
30442	30738	ער	_	PRON	_	_	_	_	_	_	0.82
30442	30739	,	_	PUNCT	_	_	_	_	_	_	0.82
30442	30740	קיין	_	X	_	_	_	_	_	_	0.82
30442	30741	שילינג	_	_	_	_	_	_	_	_	0.82
30442	30742	גיט	_	VERB	_	_	_	_	_	_	0.82
30442	30743	ער	_	PRON	_	_	_	_	_	_	0.82
30442	30744	ניט	_	PART	_	_	_	_	_	_	0.82
30442	30745	פאָר-	_	_	_	_	_	_	_	_	0.82
30442	30746	אויס	_	X	_	_	_	_	_	_	0.82
30442	30747	.	_	PUNCT	_	_	_	_	_	_	0.82
30454											0.6
30454	30749	גענוג	_	ADV	_	_	_	_	_	_	0.6
30454	30750	,	_	PUNCT	_	_	_	_	_	_	0.6
30454	30751	אַז	_	SCONJ	_		_	_	_	_	0.6
30454	30752	ווען	_	_	_	_	_	_	_	_	0.6
30454	30753	מיר	_	PRON	_	_	_	_	_	_	0.6
30454	30754	בּריינגען	_	_	_	_	_	_	_	_	0.6
30454	30755	די	_	DET	_	_	_	_	_	_	0.6
30454	30756	בּריליאַנטן	_	_	_	_	_	_	_	_	0.6
30454	30757	און	_	CCONJ	_	_	_	_	_	_	0.6
30454	30758	זיי	_	PRON	_	_	_	_	_	_	0.6
30454	30759	וועלן	_	_	_	_	_	_	_	_	0.6
30454	30760	זיין	_	_	_	_	_	_	_	_	0.6
30454	30761	גוט	_	X	_	_	_	_	_	_	0.6
30454	30762	און	_	CCONJ	_	_	_	_	_	_	0.6
30454	30763	צו	_	ADP	_	_	_	_	_	_	0.6
30454	30764	אַן	_	DET	_	_	_	_	_	_	0.6
30454	30765	אָרנטליכער	_	_	_	_	_	_	_	_	0.6
30454	30766	פּרייז	_	_	_	_	_	_	_	_	0.6
30454	30767	,	_	PUNCT	_	_	_	_	_	_	0.6
30454	30768	קריגן	_	_	_	_	_	_	_	_	0.6
30454	30769	מיר	_	PRON	_	_	_	_	_	_	0.6
30454	30770	בּאַלד	_	_	_	_	_	_	_	_	0.6
30454	30771	אונזער	_	_	_	_	_	_	_	_	0.6
30454	30772	געלט	_	NOUN	_	_	_	_	_	_	0.6
30454	30773	.	_	PUNCT	_	_	_	_	_	_	0.6
30480											0.79
30480	30775	זאָג	_	VERB	_	_	_	_	_	_	0.79
30480	30776	איך	_	PRON	_	_	_	_	_	_	0.79
30480	30777	,	_	PUNCT	_	_	_	_	_	_	0.79
30480	30778	איך	_	PRON	_	_	_	_	_	_	0.79
30480	30779	קאָן	_	NOUN	_	_	_	_	_	_	0.79
30480	30780	דאַרויף	_	_	_	_	_	_	_	_	0.79
30480	30781	ניט	_	PART	_	_	_	_	_	_	0.79
30480	30782	איינגיין	_	_	_	_	_	_	_	_	0.79
30480	30783	,	_	PUNCT	_	_	_	_	_	_	0.79
30480	30784	איך	_	PRON	_	_	_	_	_	_	0.79
30480	30785	פאַרמאָג	_	_	_	_	_	_	_	_	0.79
30480	30786	דאָס	_	DET	_	_	_	_	_	_	0.79
30480	30787	ניט	_	PART	_	_	_	_	_	_	0.79
30480	30788	.	_	PUNCT	_	_	_	_	_	_	0.79
30495											0.65
30495	30790	דערצו	_	ADV	_	_	_	_	_	_	0.65
30495	30791	נאָך	_	X	_	_	_	_	_	_	0.65
30495	30792	זיינען	_	_	_	_	_	_	_	_	0.65
30495	30793	מיר	_	PRON	_	_	_	_	_	_	0.65
30495	30794	ערשט	_	X	_	_	_	_	_	_	0.65
30495	30795	פאַר	_	_	_	_	_	_	_	_	0.65
30495	30796	עטליכע	_	_	_	_	_	_	_	_	0.65
30495	30797	חדשים	_	NOUN	_	_	_	_	_	_	0.65
30495	30798	געקומען	_	VERB	_	_	_	_	_	_	0.65
30495	30799	אַהיים	_	_	_	_	_	_	_	_	0.65
30495	30800	און	_	CCONJ	_	_	_	_	_	_	0.65
30495	30801	האָבּן	_	X	_	_	_	_	_	_	0.65
30495	30802	נאָך	_	X	_	_	_	_	_	_	0.65
30495	30803	ווייניג	_	_	_	_	_	_	_	_	0.65
30495	30804	סחורה	_	NOUN	_	_	_	_	_	_	0.65
30495	30805	פאַרקויפט	_	_	_	_	_	_	_	_	0.65
30495	30806	.	_	PUNCT	_	_	_	_	_	_	0.65
30513											0.67
30513	30808	דערמיט	_	ADV	_	_	_	_	_	_	0.67
30513	30809	זיינען	_	_	_	_	_	_	_	_	0.67
30513	30810	מיר	_	PRON	_	_	_	_	_	_	0.67
30513	30811	געגאַנגען	_	VERB	_	_	_	_	_	_	0.67
30513	30812	אַהיים	_	_	_	_	_	_	_	_	0.67
30513	30813	.	_	PUNCT	_	_	_	_	_	_	0.67
30520											0.87
30520	30815	אין	_	ADP	_	_	_	_	_	_	0.87
30520	30816	עטליכע	_	_	_	_	_	_	_	_	0.87
30520	30817	טעג	_	NOUN	_	_	_	_	_	_	0.87
30520	30818	אַרום	_	X	_	_	_	_	_	_	0.87
30520	30819	שיקט	_	_	_	_	_	_	_	_	0.87
30520	30820	ער	_	PRON	_	_	_	_	_	_	0.87
30520	30821	ווידער	_	X	_	_	_	_	_	_	0.87
30520	30822	,	_	PUNCT	_	_	_	_	_	_	0.87
30520	30823	מיין	_	X	_	_	_	_	_	_	0.87
30520	30824	זון	_	NOUN	_	_	_	_	_	_	0.87
30520	30825	זאָל	_	AUX	_	_	_	_	_	_	0.87
30520	30826	צו	_	ADP	_	_	_	_	_	_	0.87
30520	30827	אים	_	PRON	_	_	_	_	_	_	0.87
30520	30828	קומען	_	VERB	_	_	_	_	_	_	0.87
30520	30829	.	_	PUNCT	_	_	_	_	_	_	0.87
30536											1.0
30536	30831	איז	_	X	_		_	_	_	_	1.0
30536	30832	ער	_	PRON	_	_	_	_	_	_	1.0
30536	30833	צו	_	ADP	_	_	_	_	_	_	1.0
30536	30834	אים	_	PRON	_	_	_	_	_	_	1.0
30536	30835	געגאַנגען	_	VERB	_	_	_	_	_	_	1.0
30536	30836	.	_	PUNCT	_	_	_	_	_	_	1.0
30543											0.72
30543	30838	זאָגט	_	VERB	_	_	_	_	_	_	0.72
30543	30839	ער	_	PRON	_	_	_	_	_	_	0.72
30543	30840	:	_	PUNCT	_	_	_	_	_	_	0.72
30543	30841	„	_	PUNCT	_	_	_	_	_	_	0.72
30543	30842	ווילט	_	_	_	_	_	_	_	_	0.72
30543	30843	איר	_	PRON	_	_	_	_	_	_	0.72
30543	30844	בּריינגען	_	_	_	_	_	_	_	_	0.72
30543	30845	פאַר	_	_	_	_	_	_	_	_	0.72
30543	30846	פערציג	_	_	_	_	_	_	_	_	0.72
30543	30847	טויזנט	_	_	_	_	_	_	_	_	0.72
30543	30848	טאָלער	_	NOUN	_	_	_	_	_	_	0.72
30543	30849	,	_	PUNCT	_	_	_	_	_	_	0.72
30543	30850	אַ	_	DET	_	_	_	_	_	_	0.72
30543	30851	העלפט	_	_	_	_	_	_	_	_	0.72
30543	30852	פון	_	ADP	_	_	_	_	_	_	0.72
30543	30853	דער	_	DET	_	_	_	_	_	_	0.72
30543	30854	בּאַשטעלונג	_	_	_	_	_	_	_	_	0.72
30543	30855	?	_	PUNCT	_	_	_	_	_	_	0.72
30543	30856	“	_	PUNCT	_	_	_	_	_	_	0.72
30543	30857	מיין	_	X	_	_	_	_	_	_	0.72
30543	30858	זון	_	NOUN	_	_	_	_	_	_	0.72
30543	30859	איז	_	X	_		_	_	_	_	0.72
30543	30860	געווען	_	X	_	_	_	_	_	_	0.72
30543	30861	זעהר	_	_	_	_	_	_	_	_	0.72
30543	30862	אַ	_	DET	_	_	_	_	_	_	0.72
30543	30863	היציגער	_	_	_	_	_	_	_	_	0.72
30543	30864	סוחר	_	NOUN	_	_	_	_	_	_	0.72
30543	30865	,	_	PUNCT	_	_	_	_	_	_	0.72
30543	30866	פונדעסטוועגן	_	_	_	_	_	_	_	_	0.72
30543	30867	זאָגט	_	VERB	_	_	_	_	_	_	0.72
30543	30868	ער	_	PRON	_	_	_	_	_	_	0.72
30543	30869	:	_	PUNCT	_	_	_	_	_	_	0.72
30543	30870	„	_	PUNCT	_	_	_	_	_	_	0.72
30543	30871	איך	_	PRON	_	_	_	_	_	_	0.72
30543	30872	מוז	_	X	_	_	_	_	_	_	0.72
30543	30873	איבּערריידן	_	_	_	_	_	_	_	_	0.72
30543	30874	וועגן	_	X	_	_	_	_	_	_	0.72
30543	30875	דעם	_	DET	_	_	_	_	_	_	0.72
30543	30876	מיט	_	ADP	_	_	_	_	_	_	0.72
30543	30877	מיין	_	X	_	_	_	_	_	_	0.72
30543	30878	פאָטער	_	_	_	_	_	_	_	_	0.72
30543	30879	“	_	PUNCT	_	_	_	_	_	_	0.72
30543	30880	.	_	PUNCT	_	_	_	_	_	_	0.72
30587											0.7
30587	30882	ער	_	PRON	_	_	_	_	_	_	0.7
30587	30883	קומט	_	VERB	_	_	_	_	_	_	0.7
30587	30884	אַהיים	_	_	_	_	_	_	_	_	0.7
30587	30885	און	_	CCONJ	_	_	_	_	_	_	0.7
30587	30886	שטעלט	_	VERB	_	_	_	_	_	_	0.7
30587	30887	מיר	_	PRON	_	_	_	_	_	_	0.7
30587	30888	פאָר	_	_	_	_	_	_	_	_	0.7
30587	30889	דעם	_	DET	_	_	_	_	_	_	0.7
30587	30890	מסחר	_	_	_	_	_	_	_	_	0.7
30587	30891	.	_	PUNCT	_	_	_	_	_	_	0.7
30598											0.75
30598	30893	איך	_	PRON	_	_	_	_	_	_	0.75
30598	30894	וויל	_	_	_	_	_	_	_	_	0.75
30598	30895	ניט	_	PART	_	_	_	_	_	_	0.75
30598	30896	איינגיין	_	_	_	_	_	_	_	_	0.75
30598	30897	,	_	PUNCT	_	_	_	_	_	_	0.75
30598	30898	איך	_	PRON	_	_	_	_	_	_	0.75
30598	30899	זאָג	_	VERB	_	_	_	_	_	_	0.75
30598	30900	:	_	PUNCT	_	_	_	_	_	_	0.75
30598	30901	ווען	_	_	_	_	_	_	_	_	0.75
30598	30902	נאָכדעם	_	ADP	_	_	_	_	_	_	0.75
30598	30903	נעמט	_	VERB	_	_	_	_	_	_	0.75
30598	30904	ער	_	PRON	_	_	_	_	_	_	0.75
30598	30905	ניט	_	PART	_	_	_	_	_	_	0.75
30598	30906	די	_	DET	_	_	_	_	_	_	0.75
30598	30907	דאָזיגע	_	_	_	_	_	_	_	_	0.75
30598	30908	בּריליאַנטן	_	_	_	_	_	_	_	_	0.75
30598	30909	,	_	PUNCT	_	_	_	_	_	_	0.75
30598	30910	און	_	CCONJ	_	_	_	_	_	_	0.75
30598	30911	דאָס	_	DET	_	_	_	_	_	_	0.75
30598	30912	איז	_	X	_		_	_	_	_	0.75
30598	30913	אַלץ	_	X	_	_	_	_	_	_	0.75
30598	30914	גרויסע	_	_	_	_	_	_	_	_	0.75
30598	30915	שטיינער	_	_	_	_	_	_	_	_	0.75
30598	30916	,	_	PUNCT	_	_	_	_	_	_	0.75
30598	30917	וואָס	_	X	_	_	_	_	_	_	0.75
30598	30918	איך	_	PRON	_	_	_	_	_	_	0.75
30598	30919	וועל	_	_	_	_	_	_	_	_	0.75
30598	30920	דאָ	_	X	_	_	_	_	_	_	0.75
30598	30921	ניט	_	PART	_	_	_	_	_	_	0.75
30598	30922	אָפּזעצן	_	VERB	_	_	_	_	_	_	0.75
30598	30923	אין	_	ADP	_	_	_	_	_	_	0.75
30598	30924	קיין	_	X	_	_	_	_	_	_	0.75
30598	30925	צען	_	NUM	_	_	_	_	_	_	0.75
30598	30926	יאָר	_	NOUN	_	_	_	_	_	_	0.75
30598	30927	און	_	CCONJ	_	_	_	_	_	_	0.75
30598	30928	מער	_	X	_	_	_	_	_	_	0.75
30598	30929	אויך	_	ADV	_	_	_	_	_	_	0.75
30598	30930	,	_	PUNCT	_	_	_	_	_	_	0.75
30598	30931	וואָס	_	X	_	_	_	_	_	_	0.75
30598	30932	פאַר	_	_	_	_	_	_	_	_	0.75
30598	30933	אַ	_	DET	_	_	_	_	_	_	0.75
30598	30934	היזק	_	NOUN	_	_	_	_	_	_	0.75
30598	30935	וועלן	_	_	_	_	_	_	_	_	0.75
30598	30936	מיר	_	PRON	_	_	_	_	_	_	0.75
30598	30937	האָבּן	_	X	_	_	_	_	_	_	0.75
30598	30938	דערפון	_	_	_	_	_	_	_	_	0.75
30598	30939	?	_	PUNCT	_	_	_	_	_	_	0.75
30598	30940	זאָגט	_	VERB	_	_	_	_	_	_	0.75
30598	30941	ער	_	PRON	_	_	_	_	_	_	0.75
30598	30942	אָבּער	_	_	_	_	_	_	_	_	0.75
30598	30943	,	_	PUNCT	_	_	_	_	_	_	0.75
30598	30944	אַז	_	SCONJ	_		_	_	_	_	0.75
30598	30945	וויבּאַלד	_	_	_	_	_	_	_	_	0.75
30598	30946	זיי	_	PRON	_	_	_	_	_	_	0.75
30598	30947	בּאַשטייען	_	_	_	_	_	_	_	_	0.75
30598	30948	דאַרויף	_	_	_	_	_	_	_	_	0.75
30598	30949	,	_	PUNCT	_	_	_	_	_	_	0.75
30598	30950	איז	_	X	_		_	_	_	_	0.75
30598	30951	אַ	_	DET	_	_	_	_	_	_	0.75
30598	30952	סימן	_	NOUN	_	_	_	_	_	_	0.75
30598	30953	,	_	PUNCT	_	_	_	_	_	_	0.75
30598	30954	אַז	_	SCONJ	_		_	_	_	_	0.75
30598	30955	די	_	DET	_	_	_	_	_	_	0.75
30598	30956	קיניגן	_	_	_	_	_	_	_	_	0.75
30598	30957	דאַרף	_	AUX	_	_	_	_	_	_	0.75
30598	30958	זיי	_	PRON	_	_	_	_	_	_	0.75
30598	30959	נויטיג	_	_	_	_	_	_	_	_	0.75
30598	30960	האָבּן	_	X	_	_	_	_	_	_	0.75
30598	30961	.	_	PUNCT	_	_	_	_	_	_	0.75
30668											0.83
30668	30963	איך	_	PRON	_	_	_	_	_	_	0.83
30668	30964	האָבּ	_	X	_	_	_	_	_	_	0.83
30668	30965	זיך	_	PRON	_	_	_	_	_	_	0.83
30668	30966	געלאָזט	_	AUX	_	_	_	_	_	_	0.83
30668	30967	איבּערריידן	_	_	_	_	_	_	_	_	0.83
30668	30968	.	_	PUNCT	_	_	_	_	_	_	0.83
30675											0.65
30675	30970	איך	_	PRON	_	_	_	_	_	_	0.65
30675	30971	האָבּ	_	X	_	_	_	_	_	_	0.65
30675	30972	געקרינן	_	_	_	_	_	_	_	_	0.65
30675	30973	אַ	_	DET	_	_	_	_	_	_	0.65
30675	30974	פאַס	_	_	_	_	_	_	_	_	0.65
30675	30975	,	_	PUNCT	_	_	_	_	_	_	0.65
30675	30976	אַז	_	SCONJ	_		_	_	_	_	0.65
30675	30977	איך	_	PRON	_	_	_	_	_	_	0.65
30675	30978	פאָר	_	_	_	_	_	_	_	_	0.65
30675	30979	וועגן	_	X	_	_	_	_	_	_	0.65
30675	30980	דער	_	DET	_	_	_	_	_	_	0.65
30675	30981	קיניגנס	_	_	_	_	_	_	_	_	0.65
30675	30982	געשעפטן	_	_	_	_	_	_	_	_	0.65
30675	30983	,	_	PUNCT	_	_	_	_	_	_	0.65
30675	30984	און	_	CCONJ	_	_	_	_	_	_	0.65
30675	30985	בּין	_	AUX	_	_	_	_	_	_	0.65
30675	30986	געפאָרן	_	_	_	_	_	_	_	_	0.65
30675	30987	קיין	_	X	_	_	_	_	_	_	0.65
30675	30988	לייפּציג	_	_	_	_	_	_	_	_	0.65
30675	30989	.	_	PUNCT	_	_	_	_	_	_	0.65
30696											0.64
