א[רעדאַקטירן | רעדאקטירן קוואַלטעקסט],,
,,
מלבוש,מאַלבעש,"""און אזוי אלעס זאָלן זיך צעטיילן די טעכטער, נאָר מײַנע מאלבושים זאָלן געהערן צו די זין."""
מלבושים,מאַלבושים,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 8."
מלווה,מאַלווע,
מלווים,מאַלווים,
מלווה,מעלאַווע,
מלווים,מעלאַווים,
מלווה־מלכה,מעלאַווע־מאַלקע,
מלוכה,מעלוכע,
מלוכות,מעלוכעס,
מלוכה־אוצר,מעלוכע־אויצער,
מלוכה־ראש,מעלוכע־ראָש,
מלוכה־ראשים,מעלוכע־ראָשים,
מלומד,מעלומעד,
מלומדים,מעלומאָדים,
מלומדת,מעלומעדעס,
מלופום (אָדער אַמאָל מלופן),מעלופּם,
מלחמה,מילכאָמע,
מלחמות,מילכאָמעס,
מליץ,מיילעץ,
מליצים,מעליצים,
מליץ־יושר,מיילעץ־יוישער,
מליצה,מעליצע,
מליצות,מעליצעס,
מלך,מיילעך,
מלכים,מלאָכים,
מלך־אביון,מיילעך־עוויען,
מלך־בכיפה,מיילעך־בעקיפּע,
מלך־חסד,מיילעך־כעסעד,
מלך־מלכי־המלכים,מיילעך־מאַלכע־האַמלאָכים,
מלכה,מאַלקע,
מלכות,מאַלקעס,
מלכה־שבא,מאַלקע־שוואָ,
מלכות,מאַלכעס,
מלכות־שמים,מאַלכעס־שאָמאַיִם,
מלמד,מעלאַמעד,
מלמדים,מעלאַמדים,
מלמד־זכות,מעלאַמעד־סכוס,
מלמד־חובה,מעלאַמעד־כויווע,
מלמדות,מעלאַמדעס,
מלע (אָדער אַמאָל מל),מאַלע,
מלקה,מאַלקע,
מלקות,מאַלקעס,
מלשין,מאַלשן,
מלשין בכתב,מאַלשן ביקסאַוו,
מלשינות,מאַלשינעס,
מלשינות בכתב,מאַלשינעס ביקסאַוו,
מם,מעם,
ממה־נפשך,מאַמאָ־נעפֿעשעך‏[2],
,"(אָדער אַמאָל מימאָ־נעפֿשעך אָדער מימאָ־נעשעך אָדער מאָ־נעפֿשעך לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
ממון,מאָמען,
ממון־קורח,מאָמען־קוירעך,
ממונה,מעמונע,
ממונים,מעמונים,
ממזר,מאַמזער,
ממזרים,מאַמזיירים,
ממזר־בילבול,מאַמזער־בילבל,
ממזר־בן־הנידה,מאַמזער־בען־האַנידע,
ממזרת,מאַמזערעס,
ממילא,מימיילע,
ממית,מיימעס,
ממלא,מעמאַלע,
ממלא־מקום,מעמאַלע־מאָקעם,
ממליץ,מאַמלעץ,
ממעך,מעמאַעך,
ממעמקים,מימאַאַמאַקים,
ממציא,מאַמצע,
ממש,מאַמעש,
ממשות,מאַמאָשעס,
ממשיך,מאַמשעך,
ממשל,מעמאַשל,
ממשלים,מעמאַשלים,
ממשלה,מעמשאָלע,
ממשלות,מעמשאָלעס,
ממתיק,מאַמטעק,
ממתקים,מאַמטאַקים,
מן,מאַן,
מן,מין,
מן־המובחר,מין־אַמופֿכער,
מן־הסתם,מין־אַסטאַם (אָדער אַמאָל מיסטאַם),
מן־הצד,מין־אַצאַד,
מן־השמים,מין־אַשאָמאַיִם,
מן־התורה,מין־אַטוירע,
מנאף,מענאַעף,
מנגן,מענאַגן,
מנגנים,מענאַגנים,
מנדב,מענאַדעוו,
מנדבים,מענאַדווים,
מנדר,מענאַדער,
מנה־יפה,מאָנע־יאָפֿע,
מנהיג,מאַנעג,
מנהיגים,מאַנהיגים,
מנהיג־הדור,מאַנעג־האַדאָר,
מנהיגי־הדור,מאַנהיגע־האַדאָר,
מנהל,מענאַהעל (אָדער אַמאָל מענאַל),
מנהלים,מענאַלים,
מנווול,מענוּוול,
מנווולים,מענוּוואָלים,
מנוחה,מענוכע,
מנורה,מענוירע,
מנורות,מענוירעס,
מנח,מענאַכעם,
מנחם־אבל,מענאַכעם־אָוול,
מניה־וביה,מעניי־אווויי (אָדער אַמאָל מענייביי),
מנין,מיניען,
מנינים,מיניאָנים,
מניעה,מעניִע,
מניעות,מעניִעס,
מנכה,מענאַקע,
מנצח,מענאַצייעך,
מנקד,מענאַקעד,
מנקר,מענאַקער,
מנקרים,מענאַקרים,
מנשק,מענאַשעק,
מס,מאַס,
מסים,מיסים,
מסביר,מאַסבער,
מסדר,מעסאַדער,
מסדר־קידושין,מעסאַדער־קידושן (אָדער אַמאָל מעסאַדער־קדושן),
מסוגל,מעסוגל,
מסוכן,מעסוקן,
מסופק,מעסופּעק,
מסור,מאָסער,
מוסרים,מאָסרים,
מסורה,מעסוירע,
מסורות,מעסוירעס,
מסיבה,מעסיבע,
מסיבות,מעסיבעס,
מסיג־גבול,מאַסעג־גוווּל,
מסיח,מעסיִעך,
מסיח־דעת,מעסיִעך־דאַאַס,
מסיים,מעסאַיעם,
מסייע,מעסאַיע,
מסיכתא (אָדער אַמאָל מסכתא),מעסיכטע,
מסיכתות,מעסיכטעס,
מסיר (געניצט אין דעם ייִדישן וואָרט מסירניק),מאַסיר,
מסירה,מעסירע,
מסירות,מעסירעס,
מסירת־מודעה,מעסירעס־מוידאָע,
מסירת־נפש,מעסירעס־נעפֿעש,
מסית־ומדיח,מייסעס־אומעדיִעך,
מסכים,מאַסקעם,
מסכת,מאַסעכעס,
מסכתא,מעסעכטע,
מסכתות,מעסעכטעס,
מסלק,מעסאַלעק,
מספיד,מאַספּעד,
מספידים,מאַספּידים,
מספיק,מאַספּעק,
מסקנא,מאַסקאָנע,
מסקנות,מאַסקאָנעס,
מסר (געניצט אין דעם ייִדישן ווערב מסרן),מאַסער,
מסרס,מעסאַרעס,
מסתמא,מיסטאָמע (אָדער אַמאָל מיסטאַמע אָדער מיסטאַם),"""און אויב זי טראכט זײַנען עס, מיסטאָמע, גאָר מעשונעדיקע טראכטענישן, געמאכט פון א גאנץ אנדער מאטעריע, איידער די געוויינטלעכע געדאנקען."""
,,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 8."
מסתפק־במועט,מיסטאַפּעק־בעמועט,
מסתפקים־במועט,מיסטאַפּקים־בעמועט,
מעביר,מײַווער,
מעביר־נחלה,מײַווער־נאַכלע,
מעביר־סדרה,מײַווער־סעדרע,
מעבר־יבוק,מײַווער־יאַבעק,
מעבר־לים,מעייווער־לעיאַם,
מעגן,מעאַגן,
מעדנים,מײַדאַנים,
מעדני־מלך,מײַדאַנע־מיילעך,
מעדני־מלכים,מײַדאַנע־מלאָכים,
מעוברת,מעובערעס (אָדער מובערעס),
מעוז־צור,מאָויז־צור,
מעור אחד,מעויר עכעד,
מעורב־עם־הבריות,מעורעוו־אים־האַבריִעס (אָדער אַמאָל מעורעוו־אים־אַבריִעס),
מעורר,מעוירער,
מעות,מאָעס,
מעות־חיטים,מאָעס־כיטים (אָדער אַמאָל מאָעס־כיטן),
מעיד,מעייִד,
מעיז־פנים,מעייִז־פּאָנעם,
מעיין,מעאַיען,
מעיקרא,מעיקאָרע,
מעכב,מעאַקעוו,
מעכב־הקריאה,מעאַקעוו־האַקריִע,
מעכל,מעאַקל,
מעלה,מײַלע,"""... האָט ער געהאט די מײַלע, וואָס ער פלעגט שוין זאָגן אזוי פון אויסנווייניק, וואָס אין פּאפּיר שטייט געשריבן."""
מעלות,מײַלעס,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 10."
מעלה־גירה,"מאַלע־גיירע (אָדער אַמאָל מאַל־גיירע לויט ""מאָדערן ייִדיש־ענגליש ענגליש־ייִדיש ווערטערבוך"" פֿון אוריאל ווײַנרײַך)",
,"(אָדער אַמאָל מײַלע־גיירע לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
מעלים,מײַלעם,
מעלתו,מײַלאָסוי,
מעמד,מײַמעד,
מעמדות,מײַמאָדעס,
מעמיק,מײַמעק,
מעמקים,מאַאַמאַקים,
מענה,מײַנע,
מענה־לשון,מײַנע־לאָשן,
מעניני־דיומא,מעיִניאָנע־דעיוימע,
מעניש (אָדער אַמאָל מענש),מײַנעש,
מענש,מעאַנעש,
מעקר,מײַקער,
מערב,מײַרעוו,
מערה,מעאָרע,
מערות,מעאָרעס,
מערת־המכפלה,מעאָרעס־האַמאַכפּיילע,
מערת־פּריצים,מעאָרעס־פּריצים,
מעריב,מײַרעוו (ליטוויש),
מערכה,מאַראָכע,
מערכות,מאַראָכעס,
מעשה,מײַסע,
מעשיות (אָדער אַמאָל מעשים),מײַסיעס (אָדער אַמאָל מײַסים),
מעשה־אונן,מײַסע־אוינען,
מעשים אשר לא יעשו,מײַסים אַשער לוי יעאָסו,
מעשה־בראשית,מײַסע־בריישעס,
מעשה גנב,מײַסע גאַנעף,
מעשים־טובים,מײַסים־טויווים,
מעשה־נורא,מײַסע־נוירע,
מעשה־נסים,מײַסע־ניסים,
מעשה־סדום,מײַסע־סדאָם,
מעשי־סדום,מײַסע־סדאָם,
מעשה סוחר,מײַסע סויכער,
מעשה־רע,מײַסע־ראַ,
מעשים־רעים,מײַסים־ראָיִם,
מעשה־שבת,מײַסע־שאַבעס,
מעשה־שהיה,מײַסע־שעהאָיע,
מעשה־שטן,מײַסע־סאָטן,
מעשה־תלוי,מײַסע־טאָלע,
מעשים־תעתועים,מײַסים־טאַאַטוּיִם,
מעשר,מײַסער,
מעשרות,מײַסרעס,
מעת־לעת,מעס־לעס,
מעתיק,מײַטעק,
מעתיקים,מאַטיקים,
מפה,מאַפּע,
מפות,מאַפּעס,
מפולפל,מעפֿולפּל,
מפולפלים,מעפֿולפּאָלים,
מפולת,מאַפּוילעס,
מפונק,מעפֿונעק,
מפונקים,מעפֿונאָקים,
מפורסם,מעפֿורסעם,
מפורסמים,מעפֿורסאָמים,
מפורסמת,מעפֿורסעמעס,
מפיל (אָדער אַמאָל מפל) (געניצט אין דעם ייִדישן ווערב מפלען),מאַפּעל (אָדער אַמאָל מאַפּל),
מפלה,מאַפּאָלע,
מפלות,מאַפּאָלעס,
מפונק,מעפֿונעק,
מפונקים,מעפֿונאָקים,
מפורסם,מעפֿורסעם,
מפורסמים,מעפֿורסאָמים,
מפורש,מעפֿוירעש,
מפטיר,מאַפֿטער,
מפייס,מעפֿײַעס,
מפלה,מאַפּאָלע,
מפליג,מאַפֿלעג,
מפלפל,מעפֿאַלפּל,
מפסיק,מאַפֿסעק,
מפצה,מעפֿאַצע,
מפציר,מאַפֿצער,
מפקיר,מאַפֿקער,
מפרנס,מעפֿאַרנעס,
מפרסם,מעפֿאַרסעם,
מפרש,מעפֿאַרעש,
מפרשים,מעפֿאָרשים,
מפתה,מעפֿאַטע,
מפתח,מאַפֿטייעך,
מפתחות,מאַפֿטייכעס,
מצב,מאַצעוו,
מצבה,מאַצייווע,
מצבות,מאַצייוועס,
מצד,מיצאַד,
מצדי־צדדים,מיצידע־צדאָדים,
מצדיק,מאַצדעק,
מצה,מאַצע,
מצות,מאַצעס,
מצה־שמורה,מאַצע־שמורע,
מצורע,מעצוירע,
מצורעים,מעצויראָיִם,
מציאה,מעציִע,
מציאות,מעציִעס,
מציאות,מעציִעס,
מציל,מאַצל,
מציצה,מעציצע,
מצליח,מאַצליִעך,
מצמצם,מעצאַמצעם,
מצנפת,מיצנעפֿעס,
מצער,מעצאַער,
מצרף,מעצאַרעף,
מקבל,מעקאַבל,
מקבלים,מעקאַבלים,
מקבל־באהבה,מעקאַבל־בעאַהאַווע אָדער אַמאָל מעקאַבל־בעאַאַווע),
מקבל־נחת,מעקאַבל־נאַכעס,
מקבל־פנים,מעקאַבל־פּאָנעם,
מקבל־קנין,מעקאַבל־קיניען,
מקבל־שבת,מעקאַבל־שאַבעס,
מקבר,מעקאַבער,
מקדים,מאַקדעם,
מקדיש,מאַקדעש,
מקדש,מעקאַדעש,
מקדש־השם,מעקאַדעש־האַשעם,
מקובל,מעקובל,
מקובלים,מעקובאָלים,
מקוים,מעקוּיעם,
מקום,מאָקעם,
מקומות,מעקוימעס,
מקום־מיקלט,מאָקעם־מיקלעט,
מקום־מנוחה,מאָקעם־מענוכע,
מקום־קדוש,מאָקעם־קאָדעש,
מקום־תורה,מאָקעם־טוירע,
מקונן,מעקוינען,
מקוננים,מעקאָנענים,
מקור,מאָקער (אָדער אַמאָל מעקאָר),
מקורים (אָדער אַמאָל מקורות),מעקוירים (אָדער אַמאָל מעקוירעס),
מקורב,מעקורעוו,
מקורבים,מעקוראָווים,
מקח,מעקעך,
מקחים,מעקאָכים,
מקח־וממכר,מעקעך־אומעמקער,
מקח־טעות,מעקעך־טאָעס,
מקטרג,מעקאַטרעג,
מקטרגים,מעקאַטרייגים,
מקיא (געניצט אין דעם ייִדישן ווערב מקיאנען אָדער אַמאָל מקיאן),מייקע,
מקיים,מעקאַיעם,
מקיים־פסק,מעקאַיעם־פּסאַק,
מקיל,מייקל,
מקילים,מעקילים,
מקל (געניצט אין דעם ייִדישן ווערב מקלען),מאַקל,
מקמץ,מעקאַמעץ,
מקנא,מעקאַנע,
מקפיד,מאַקפּעד,
מקפידים,מאַקפּידים,
מקף,מאַקעף,
מקצר,מעקאַצער,
מקצר־ימים,מעקאַצער־יאָמים,
מקרב,מעקאַרעוו,
מקריב,מאַקרעוו,
מקשה־לילד,מאַקשע־ליילעד (אָדער אַמאָל מעקאַשע־ליילעד),
מקשן,מאַקשן,
מקשנים,מאַקשאָנים,
מרא־דאתרא,מאָרע־דעאַסרע (אָדער אַמאָל מאָרע־דאַסרע),
מראה,מאַרע,
מראות,מאַרעס,
מראה־מקום,מאַרע־מאָקעם,
מראה־מקומות,מאַרע־מעקוימעס,
מרביץ־תורה,מאַרבעץ־טוירע,
מרגיש,מאַרגעש,
מרגל,מעראַגל,
מרגלים,מעראַגלים,
מרדכי,מאָרטכע,
מרה־שחורה,מאָרע־שכוירע,"""... די צווייטע האָט שוין אין זיך אביסל זיסע מאָרעשכוירע,"""
