Base,Romanized,Yiddish,Gloss,Definition
,,"מקפּיד [מאקפּעד] מ ־ים [מאקפּידים]
",,"требовательный, взыскательный,"
,,"מקפּיד [מאקפּעד] זיין* (מקפּיד געווע^ן) (אויף)
",,"быть педантичным, требовательным"
,,"מקצר [מעקאצער] זיין* (מקצר געווע^ן)
",,"1. быть кратким/немногословным,"
,,"מקצר זיין דאט. די יאָרן זען מקצר־ימים זיין
",,מקצר־ימים [מעקאצער־יאָ^מים] זיין*
,,(מקצר־ימים געווע^ן) דאט.,,отравлять жизнь
,,"מקרב [מעקארעוו] זיין* (מקרב געווע^ן)
",,приближать к себе (связывать кого-л.
,,"מקרה וו זען מיקרה
",,מקריב [מאקרעוו] זיין* (מקריב געווע^ן)
,,"מקשה־לילד [מאקשע־/מעקאשע־ליי^לעד] וו
",,"женщина, переживающая тяжёлые"
,,מקשן [מאקשן] מ ־ים [מאקשאָנים],,любитель
,,מרא־דאַתרא [מאָרע־ד(ע)א^סרע],,местный
,,מראה [מארע] וו (מצ. מראות),,"1. вид,"
,,"מראה־מקום [מארע־מאָ^קעם], מראה־מקומות [מארע־מעקוי^מעס] מ",,1. ссылка
,,"מראַק מ (מצ. ־ן), מראַקע וו (מצ. ־ס)",,мелкий
,,מראַקע׀ן (געמראַקעט),,"кропить (о дожде),"
,,ס'מראַקעט,,"моросит, накрапывает"
,,"מרביץ־תּורה [מארבעץ־טוירע] זיין*
",,(מרביץ־תּורה געווע^ן)	распространять/
,,"מרגיש [מארגעש] זיין* (מרגיש געווע^ן)
",,книжн. чувствовать
,,מרדכי [מאָרטכע] אג''נ מ,,¼ордехай –
,,מרה־שחורה [מאָרעשכוירע] וו,,меланхолия;
,,"מרה־שחורהדיק [מאָרעשכוי^רעדיק] א, אדוו.
",,"унылый, грустный, печальный,"
,,"מרה־שחורה׀ן [מאָרעשכוירען]
",,(מרה־שחורהט [מאָרעשכוירעט])
,,"מרה־שחורהניק [מאָרעשכוי^רעניק] מ ־עס
",,(וו ..ניצע)	меланхолик
,,"מרובע [מערובע] מ ־ים [מערובאָיִם]
",,четырёхугольник; квадрат
,,"מרוויח [מארוויִעך] זיין* (מרוויח געווע^ן)
",,"книжн. получать прибыль, зарабатывать"
,,"מרוויחער מ ־ס זען מאַרוויכער
",,"מרוצה [מערוצע] א פּרעד. готовый,"
,,מרוק מ ־עס,,"угрюмый, сердитый человек;"
,,מרוקע׀ן (געמרוקעט),,мычать
,,"מרחיק [מארכעק] זיין* (מרחיק געווע^ן)
",,"удалять, отдалять; отстранять;"
,,"מרחם [מעראכעם] זיין* זיך (זיך מרחם
",,געווע^ן) (אויף) сжалиться
,,"מרחץ [מערכעץ] ז ־ן, ־אָות [מערכאצאָעס]
",,1. баня; купальня
,,"מרחק [מערכעק] מ ־ים [מערכאָקים]
",,1. расстояние
,,"מרחשוון [מארכעזשוון] מ זען חשוון
",,מרידה [מערידע] וו (מצ. מרידות)	восстание;
,,"מריקע׀ן (געמריקעט) זען מרוקען
",,מרכּז [מערקעז] מ	центр
,,"מרמז [מעראמעז] זיין* (מרמז געווע^ן) (אויף)
",,намекать
,,מרשעת [מארשא^ס] וו ־ן,,зл(обн)ая
,,מרת [מאָרעס] העפל. + וו,,"госпожа, мадам"
,,משׂא [מאסע] וו (משׂאָות [מאסאָעס]),,"1. груз,"
,,משׂא־פּנים [מאסעפּאָנעם] מ,,"пристрастие,"
,,משׂא־פור [מא^סע־] וו ־ן,,фургон (крытая
,,"משביע [מאשביִע] זיין* (משביע געווע^ן) אק.
",,1. приводить к присяге
,,"משבת־לשבת [מישאבעס־לעשא^בעס] אדוו.
",,"от субботы до субботы, один раз"
,,"משגיח [מאזשגיִעך] מ ־ים [מאזשגיכים]
",,"1. наблюдатель, надзиратель;"
,,"משדך [מעשאדעך] זיין* (משדך געווע^ן)
",,(מיט)	сватать
,,משדך זיין זיך (מיט),,родниться с кем-л.
,,משה [מוישע] אג''נ מ,,1. ¼оисей
,,"משה־מחויב [מוישע־מעכוּ^יעוו] מ
",,"человек, связанный каким-л."
,,"משה־מחויבניק [מוישע־מעכוּ^יעווניק] מ ־עס
",,протеже
,,"משה רבנו [מוישע ראביינע] אג''נ מ
",,наш учитель ¼оисей (принятое
,,"משה־רבנוס [מוישע־ראביי^נעס] קיִ^עלע ז ־ך
",,божья коровка
,,"משה־תּו [מוישע־טאָ^ף] מ
",,זען משה־תּחת
,,"משה־תּחת [מוישע־טאָ^כעס] מ
",,"шутл. простонародье, невежественная"
,,משוגע [מעשוגע] א פּרעד.,,"сумасшедший,"
,,משוגע אויף טויט,,совершенно безумный
,,משוגע מאַכ׀ן,,"свести с ума,"
,,משוגעוואַטע [מעשוגעוואטע] א,,немного
,,"משוגעים־הויז [מעשוגאָ^יִם־] ז ..־הייזער
",,психиатрическая больница; дом для
,,"משוגען [מעשוג_ן] א (בלויז אטריב. פ.
",,משוגענ׀ער [מעשו^גענער])
,,משוגענער הונט,,бешеная собака
,,"משוגענ׀ער [מעשוגענער] מ דעק.
",,"сумасшедший, умалишённый"
,,"משוגענערווייז [מעשו^גענערווייז] אדוו.
",,"безумно, бешено, неистово; в бешенстве;"
,,משוגעת [מעשוגא^ס] ז ־ן,,"1. сумасшествие,"
,,"משווה [מאשווע] זיין* (משווה געווע^ן) אק.
",,"улаживать, урегулировать"
,,משווה זיין דאט. (פאר),,"возмещать,"
,,משווה זיין זיך,,"приходить к соглашению,"
,,"משולח [מעשולעך] מ ־ים [מעשולאָכים]
",,"посланец, посланник; курьер,"
,,"משולחת [מעשולאכעס] ז ־ן זען משלחת
",,משומד [מעשומעד] מ ־ים [מעשומאָדים]
,,משומדסקע [מעשומאדסקע] א,,1. евр.
,,"משומדתטע [מעשומע^דעסטע] וו ־ס
",,вероотступница (о еврейке);
,,"משונה [מעשונע] א פּרעד., אדוו.",,"странный,"
,,משונהדיק [מעשו^נעדיק] 1. א,,"странный,"
,,משונהדיק [מעשו^נעדיק] 2. אדוו.,,"странно,"
,,עפּעס רעדט ער משונהדיק,,он как-то
,,"משונהן [מעשונען] א (בלויז אטריב. פ.
",,משונהנ׀ער [מעשו^נענער]) זען משונהדיק
,,"משועבד [מעשובעד] א פּרעד. (ביי)
",,порабощённый кем-л.
,,"משופּע [מעשופּע] א פּרעד., אדוו.",,"косой,"
,,"משופּעדיק [מעשו^פּעדיק] א
",,"косой, наклонный, покатый"
,,"משופרי־דשופרי [מעשופרע־דעשו^פרע] פראז.
",,"самое лучшее, лучшего сорта"
,,"משורר [מעשוירער] מ ־ים [מעשוי^רערים, מעשאָ^רערים]",,1. певчий (в синагоге)
,,"משחד [מעשאכעד] זיין* ) משחד געווע^ן)
",,"подкупать, давать взятку"
,,"משחית [מאשכעס] מ ־ים [מאשכיסים]
",,"1. погубитель, разрушитель; вредитель;"
,,"משטיינס געזאָ^גט זען מישטיינס געזאָגט
",,משׂיג [מאסעג] זיין* (משׂיג געווע^ן)
,,"משׂיג־גבול [מאסעג־גוווּ^ל] זיין*
",,(משׂיג־גבול געווע^ן)	переходить
,,"משיח [מעשיִעך] (אג''נ) מ ־ים [מעשיכים]
",,"(דאט., אק. משיחן)	мессия; (царь, который,"
,,משיחס צייטן,,"время прихода ¼ессии,"
,,ביז משיח וועט קומען,,@ до второго
,,מע זאָל (געווע^ן) דערמאָנען משיחן!,,лёгок
,,משיחיש [מעשיכיש] א,,мессианский
,,"משיחל [מעשיִ^עכל] ז ־עך (דימ. פון משיח)
",,божья коровка
,,משך [מעשעך] מ,,"период, срок, время;"
,,אין משך פון,,"в течение, в продолжение,"
,,אין משך פון דריי טעג,,в течение трёх
,,"אין משך פון די קאַני^קולן האָבן די קינדער
",,אָ^פּגערוט און אָ^נגענומען זיך מיט
,,געזו^נט,,за время каникул дети
,,"משכּב־זכר זען מישכּב־זכר
",,משכּון [מאשקן] מ (מצ. משכּנות [מאשקאָנעס])
,,לע^בעדיק׀ער משכּון,,заложник
,,משׂכּיליש [מאסקיליש] א,,просветительский
,,"משכּן מ זען מישכּן
",,"משל [מאָשל] מ, ז ־ים [מעשאָלים]	1. притча;"
,,"אַ משל אויף אַ טאָרבע פלעקער, אַ משל
",,קאַבאַ^ק	неподходящее сравнение
,,"3.:
",,"אַ משל!	ну и ну!, вот ещё!, ничего"
,,"משלח [מעשאלייעך] זיין* (משלח געווע^ן)
",,"усылать, удалять; выгонять, прогонять;"
,,משלחת [מישלאכעס] ז ־ן,,"беда, несчастье;"
,,משלי [מישלע],,ºнига ¿ритчей
,,"משליש [מאשלעש] זיין* (משליש געווע^ן)
",,ביי	передавать на хранение (кому-л.
,,"משל־כּחרס־הנישבּר
",,[מאָשל־קעכערעס־האני^שבער] מ
,,"משלם [מעשאלעם] זיין* (משלם געווע^ן)
",,"(דאט.) книжн. платить, уплачивать"
,,"משׂמח [מעסאמייעך] זיין* (משׂמח געווע^ן)
",,"веселить, радовать; развлекать,"
,,"משמר מ ־ים זען מישמר
",,משמש [מעשאמעש] מ ־ים [מעשאמשים]
,,"משמש [מעשאמעש] זיין* (משמש געווע^ן)
",,прислуживать; обслуживать
,,"משנה [מעשאנע] זיין* (משנה געווע^ן)
",,"1. изменять, менять"
,,משנה־שם [מעשאנע־שע^ם] זיין* (משנה־שם געווע^ן) דאט.,,переименовывать
,,"משניות [מישנאיעס] מ, ז ־ן",,комплект
,,"משער [מעשאער] זיין* (זיך) (משער געווע^ן
",,"(זיך))	предполагать; строить догадки,"
,,משפּחה [מישפּאָכע] וו (מצ. משפּחות),,семья;
,,"משפּט מ ־ין זען מישפּט
",,משפּיע [מאשפּיִע] זיין* (משפּיע געווע^ן)
,,(אויף),,"влиять, оказывать влияние на..."
,,"משקה [מאשקע] וו (מצ. משקאָות [מאשקאָעס])
",,напиток (обычно алкогольный);
,,"משקולת [מישקוילעס]:
",,אויף משקולת	в шатком/неустойчивом/
,,האַלט׀ן זיך אויף משקולת,,висеть
,,"משקר [מעשאקער] זיין* (משקר געווע^ן)
",,"лгать, врать; обманывать"
,,"משרת [מעשאָרעס] מ, ז ־ים [מעשאָרסים]
",,(וו ־טע)	1. слуга (наёмный работник
,,"משתּדל [מישטאדל] זיין* זיך (זיך משתּדל
",,"געווע^ן) (פאר)	просить, хлопотать,"
,,"משתּין [מאשטן] זיין* (משתּין געווע^ן)
",,"мочиться, испускать мочу"
,,"מת [מעס] מ, ז ־ים [מייסים]",,"мертвец,"
,,מתבודד [מיסבוידעד] זיין* זיך (זיך מתבודד געווע^ן),,"изолироваться, обособляться;"
,,"מתגבר [מיסגאבער] זיין* זיך (זיך מתגבר
",,געווע^ן)	одерживать/брать верх
,,"מתוודה [מיסוואדע] זיין* זיך (זיך מתוודה
",,געווע^ן)	исповед(ов)аться;
,,מתווכּח [מיסוואקייעך] זיין* זיך (זיך מתווכּח געווע^ן),,"дискутировать, дебатировать,"
