Base,Romanized,Yiddish,Gloss,Definition
,,עזרת־נשים [עזרעס־נאָ^שים] מ ־ס,,женское
,,עט! אינט.,,(служит для выражения
,,וואָס מאכט אירЯ – עט!,,как делаЯ –
,,עטאַ^זש מ ־ן,,этаж
,,עטאַזשערקע וו ־ס,,этажерка
,,עטאַלאָ^ן מ ־ען,,эталон
,,עטאַ^פּ מ ־ן,,этап
,,מיטן עטאַפּ,,по этапу (о пересылке
,,עטוואָס 1. אדוו.,,"немного, несколько,"
,,ער איז עטוואָס מיד געוואָרן,,он немного
,,עטוואָס אוי^פ׀הייב׀ן,,"слегка поднять,"
,,עטוואָס 2. פּראָנ.,,"нечто, что-то, кое-что"
,,עטיו^ד [тю] מ ־ן,,этюд
,,עטימאָלאָגיע וו ־ס,,этимология
,,עטיק וו,,этика
,,עטיקע^ט מ ־ן,,1. этикет
,,עטיקעטל ז ־עך,,этикетка
,,עטיש א,,этический
,,ע^טלעכע(נע) 1. א אינוו.,,1. несколько
,,זאָגן עטלעכע ווערטער,,сказать несколько
,,אין עטלעכע ווערטער,,в нескольких/
,,עטלעכע און צוואַנציק,,двадцать с чем-то
,,ע^טלעכע(נע) 2. פּראָנ.,,некоторые
,,עטלעכע פון אונדז,,некоторые из нас
,,עטנאָלאָגיע וו,,этнология
,,עטער מ,,эфир
,,עטרה [אטאָרע] וו (מצ. עטרות),,"«корона»,"
,,עיבור [אי^בער] מ,,добавление
,,עיבור־יאָר [אי^בער־יאָר] ז ־ן,,високосный
,,עיגול [איגל] מ ־ים [איגולים],,книжн. круг
,,עיכּוב [איקעוו] מ ־ים [איקוּווים],,задержка;
,,עילוי [אילע] מ ־ים [אילויִם],,молодой
,,עילוייִש [אילויִש] א,,характерный для
,,"נעהאָרע] וו, מ ־ס",,"дурной глаз,"
,,געב׀ן* (דאט.) אַן עין־הרע,,наводить порчу
,,עינים [איינאיִם] מצ.,,глаз(ищ)а
,,עיפּוש [איפּעש] מ,,"1. вонь; зловоние, смрад"
,,עיקר [איקער] מ ־ים [איקרים],,"1. основа,"
,,דער עיקר,,"особенно, в особенности,"
,,עיקרדיק [אי^קערדיק] א,,"важнейший,"
,,עך אינט.,,"эх (выражает сожаление,"
,,עכאָ מ ־ס,,эхо; отзвук
,,עכבראָש [א^כבעראָש] מ ־ים,,"мерзавец,"
,,עכּו''ם [אקום] מצ.,,язычники
,,עכט 1. א,,"настоящий, истинный,"
,,עכט 2. אדוו.,,"чисто, подлинно"
,,עכטקייט וו,,"подлинность, достоверность;"
,,עלאַסטיש א,,"эластичный, упругий;"
,,עלאַ^סטישקייט וו,,"эластичность,"
,,עלאָקווע^נט א,,красноречивый
,,עלאָקווע^נץ וו,,красноречие (свойство)
,,על־דעת־עצמו [אלדאאס־א^צמע] אדוו.,,по
,,על התּורה ועל העבודה [אל(ה)אטוירע וועאל(ה)אאוווידע] אדוו.,,за(нимаясь)
,,עלול [אָלעל] א פּרעד. צו אינפ.,,"способный,"
,,דער פּרייז איז עלול צו שטייגן,,"цена может,"
,,על־חטא [אלכע^ט] מ,,«·а грех» –
,,שלאָג׀ן זיך על־חטא,,1) произносить
,,עלטסט׀ער מ דעק. (סופּערל. פון אַלט),,старший
,,עלטער 1. א (קאָמפּ. פון אַלט),,1. более старый
,,אויף די עלטערע יאָרן,,в летах;
,,עלטער 3. מ ־ס,,"возраст; годы, лета"
,,פון איין עלטער,,"одного возраста, одних"
,,אין דיין עלטער,,"в твоём возрасте, в твои"
,,דער רייפ׀ער עלטער,,"зрелый возраст,"
,,עלטער 4. וו,,старость; преклонный
,,טיפ׀ע עלטער,,глубокая старость
,,אויף דער עלטער,,на старости/склоне лет
,,ע^לטער..,,придаёт названиям
,,ע^לטער־זיידע,,прадед(ушка)
,,ע^לטער־מומע,,двоюродная баб(уш)ка
,,ע^לטער־שוויגער,,мать тёщи
,,ע^לטערן 1. מצ.,,родители
,,ע^לטער׀ן 2. (געעלטערט),,старить
,,עלטערן זיך,,"стареть, стариться"
,,ע^לטער־ע^לטערן מצ.,,предки; деды
,,ע^לטערשאַפט וו,,превосходство в возрасте
,,עליה [אליִע] וו (מצ. עליות),,"1. подъём,"
,,עליה־השלום [אָלע(הא)שאָלעם] פראז.,,евр.
,,עליו־השלום [אָלעוואשאָלעם] פראז.,,евр.
,,עלי^ט מ ־ן,,элита
,,עליכם־שלום [אלייכעם־שאָ^לעם] אינט.,,(и)
,,עלילת־דם [אלילעס־דא^ם] מ,,«кровавый
,,עלינו [אָליינו] מ,,«½ам положено
,,אָ^נ׀קומ׀ען צו/נאָך עלינו,,прийти
,,עליפּטיש א,,эллиптический
,,עלי^פּס מ ־ן,,эллипс
,,עליקסי^ר מ ־ן,,эликсир
,,על־כּל־פּנים [אלק(אָ)לפּאָנעם] אדוו.,,во всяком
,,"על־כּן [אלקיין, אלקן] אדוו.",,поэтому; стало
,,ע^לנבויגן מ ־ס,,локоть
,,עלנט 1. א,,"одинокий, страдающий"
,,"עלנט 2. וו, ז",,1. одиночество;
,,עלעגאַ^נט א,,"элегантный, изящный;"
,,עלעגאַ^נץ וו,,"элегантность, изящество"
,,עלעגיע וו ־ס,,элегия
,,עלעגיש א,,элегический
,,עלעמע^נט מ ־ן,,элемент
,,עלעמענטאַ^ר א,,элементарный;
,,עלעקטראָ..,,электро..
,,עלעקטראָמאָטאָ^ר מ ־ן,,"электродвигатель,"
,,עלעקטראָ^ן מ ־ען,,электрон
,,עלעקטראָניק וו,,электроника
,,עלעקטראָניש א,,электронный
,,עלעקטריע וו,,электричество
,,"עלע^קטריקער מ =, ־ס",,электрик
,,עלעקטריש א,,электрический
,,על־פּי [אלפּי] פּרעפּ.,,(без артикля
,,על־פּי לאָגיק,,согласно логике
,,על־פּי נס [נעס],,чудом нареч.
,,על־פּי רוב [ראָוו],,"большей частью,"
,,עלף ¹ צלוורט,,одиннадцать
,,עלף ² מ ־ן,,эльф
,,עלפטל ז ־עך,,одиннадцатая часть
,,עלק מ ־ן,,лось
,,או^מ׀קומ׀ען על־קידוש־השם,,евр. принять
,,על־רגל־אַחת [אלרעגל־א^כעס] אדוו.,,в один
,,עמאַ^ל מ ־ן,,эмаль
,,עמאַליר׀ן (עמאַלי^רט),,эмалировать
,,עמאַנציפּאַציע וו,,"эмансипация,"
,,עמאָציאָנע^ל א,,эмоциональный
,,עמאָציע וו ־ס,,эмоция
,,עמבאַרגאָ מ ־ס,,эмбарго
,,עמבלע^ם וו ־ען,,эмблема; значок
,,עמבריאָ^ן מ ־ען,,"эмбрион, зародыш"
,,עם־האָרץ [אמאָרעץ] מ (מצ. עמי־הארצים [אמעראצים]),,"невежда, невежественный/"
,,עם־הארצות [אמעראצעס] ז,,"невежество,"
,,עמוד [אָמעד] מ ־ים [אמודים],,"1. столбец,"
,,עמיגראַ^נט מ ־ן (וו ־קע),,эмигрант
,,עמיגראַנטיש א,,эмигрантский
,,עמיגראַציע וו,,эмиграция
,,עמיגריר׀ן (עמיגרי^רט),,эмигрировать
,,עמיסיע [сье] וו,,эмиссия
,,"עם־ישׂראל [אם־ייִסראָ^על] מ, ז",,еврейский
,,עמך [אמכאָ] ז,,"простые евреи, простой"
,,פּאָס. עמעצנס),,"кто-нибудь, некто, кто-то;"
,,עמער מ ־ס,,ведро
,,ס'גיסט (ווי) מיט עמערס,,льёт как из
,,עמעריטו^ר וו,,отставка
,,אין/אויף עמעריטור,,"в отставке,"
,,עמפּיריש א,,эмпирический
,,עמפאַ^ז מ ־ן,,эмфаза
,,עמפאַטיש א,,эмфатический
,,עמפינדלעך א,,"чувствительный,"
,,ענג 1. א,,1. тесный (недостаточный
,,אין וואַגאָ^ן איז ענג,,в вагоне тесно
,,אַן ענג׀ע פריינדשאַפט,,тесная дружба
,,אַן ענג׀ער קרייז באַקאַנטע,,узкий круг
,,ענג 2. אדוו.,,"1. тесно, плотно"
,,צוזאַ^מענגעבונדן,,эти явления тесно
,,ע^נגהאַרציק א,,"(душевно) скупой, мелкий,"
,,ענגלאַנד אג''נ ז,,Англия
,,ענגליש 1. א,,английский
,,ענגליש 2. ז,,английский язык
,,ע^נגלענדער מ = (וו ־ין),,англичанин
,,ע^נגעניש וו,,"теснота, давка"
,,ענגפּאַס מ ־ן,,"узкий проход, теснина,"
,,ענגקייט וו,,теснота; тесность; узость
,,ענגשאַפט וו,,1. теснота; давка
,,ענד וו ־ן,,конец; окончание
,,ע^נדגילטיק 1. א,,"окончательный,"
,,"ענדגליד ז, מ ־ער",,"конечность (рука, нога)"
,,ענדונג וו ־ען,,"окончание, флексия"
,,ע^נדיק׀ן (געענדיקט),,"кончать, оканчивать,"
,,ע^נדלאָז(יק) א,,"бесконечный,"
,,ענדלעך 1. א,,конечный; ограниченный
,,ענדלעך 2. אדוו.,,"наконец, в конце концов"
,,ע^נדערונג וו ־ען,,перемена; изменение
,,ע^נדערלעך א,,"изменчивый, переменчивый"
,,ע^נדער׀ן (געענדערט),,"менять, изменять;"
,,ענדערן זיך,,"меняться, изменяться;"
,,ענדציל מ ־ן,,конечная цель
,,ענטוזיאַזם [зья] מ ־ען,,энтузиазм;
,,ענטוזיאַ^סט [зья] מ ־ן (וו ־קע),,энтузиаст
,,ענטוזיאַסטיש [зья] 1. א,,полный
,,ענטוזיאַסטיש [зья] 2. אדוו.,,с энтузиазмом
,,ענטל ז ־עך,,утка
,,ענטפער ¹ מ ־ס,,ответ (вызванный
,,ענטפער... אָדער,,или... или...
,,ע^נטפער׀ן (געענטפערט) (דאט.),,отвечать;
,,ענטפערן פאַר,,"отвечать, нести"
,,עניוות [אניוועס] ז,,"скромность,"
,,ענלעך א,,"похожий; подобный; сходный,"
,,זיין* ענלעך צו/אויף,,"быть похожим на..., схожим/сходным с..., подобным кому-л.,"
,,ע^נלעכקייט וו ־ן,,сходство; подобие;
,,ענעס מ,,анис (растение)
,,ענערגיע וו ־ס,,энергия
,,ענערגיש 1. א,,энергичный; деятельный;
,,ענערגיש 2. אדוו.,,"энергично, бодро,"
,,ענציקלאָפּעדיע [дье] וו ־ס,,энциклопедия
,,"עס 1. פּראָנ. (דאט. אים, אק. עס)",,1. оно
,,ביסט דו^ עסЯ,,это тыЯ
,,איך זע עס,,я это вижу
,,ווי שטעלט איר זיך עס פאָרЯ,,как вы
,,עס 2. פּארטיקל,,1. в роли формального
,,עס רעגנט,,идёт дождь
,,עס איז קאַלט,,холодно
,,עס וועט קומען אַ צייט,,придёт время
,,ווייניק ווער עס ווייסט,,немногие знают
,,ווער עס וויל,,"те, кто желает, желающие"
,,ע^ר האָט עס צעבראָכן דאָס גלאָז!,,это он
,,אי^ם האָט מען עס גערופן,,это его позвали
,,"ווייסט ער, אַז מע האָט עס אי^ם גערופןЯ",,он
,,וואָס טוט זיך עס מיט אירЯ,,что это с нейЯ
,,וווּהי^ן איז ער עס פאַרפאַלןЯ,,куда это он
,,עסבאַר א,,съедобный
,,עסטאָניש א,,эстонский
,,עסטאָניש ז,,эстонский язык
,,עסטאָנער מ = (וו ־ין),,эстонец
,,עסטיש ¹ מ ־ן,,обеденный стол
,,עסטיש ² א,,эстонский
,,עסטלאַנד אג''נ ז,,Íстония
,,עסטעטיק וו,,эстетика
,,עסטעטיש 1. א,,эстетический
,,עסטעטיש 2. אדוו.,,с эстетической точки
,,עסטראַדע וו ־ס,,эстрада
,,עסטרייך אג''נ ז,,Австрия
,,ע^סטרייכיש א,,австрийский
,,"עסיי^ מ, וו ־ען",,"эссе, очерк"
,,עסיייִ^סט מ ־ן (וו ־קע),,эссеист
,,עסיק ¹ מ,,уксус
,,אין עסיק און אין האָניק,,"нарядно одетый,"
,,עסיק ² א,,едкий
,,ע^סיקפלייש ז,,кисло-сладкое мясо
