unique	NE
קױדענעװ 	LOC
קױל	LOC
קױל 	LOC
קױשאד	LOC
קז'אפיצה	LOC
קז'אשוב	LOC
קטוביצה	LOC
קטן דארף	LOC
קי 	LOC
קיאָטרע	LOC
קיאן	LOC
קיאן קטן	LOC
קיבארט	LOC
קיבאַרט	LOC
קיבאַרט	LOC
קיבאַרט 	LOC
קיבילקיט	LOC
קיבליטש 	LOC
קיבעט	LOC
קיבעלקאָט	LOC
קידאן	LOC
קידול 	LOC
קידיאָש	LOC
קידע	LOC
קידרוניץ	LOC
קידריניץ	LOC
קידריניץ 	LOC
קיהער	LOC
קיוב	LOC
קיוואש	LOC
קיווענד	LOC
קיווערץ	LOC
קיוועשד	LOC
קיוועשד גדול	LOC
קיווריץ	LOC
קיװ	LOC
קיװאָל 	LOC
קיװיאד	LOC
קיװיאַזשד 	LOC
קיװיאשד	LOC
קיװעד	LOC
קיװעזריס	LOC
קיװערץ	LOC
קיװעשד	LOC
קיװעשליגעט	LOC
קיזזינגען	LOC
קיזמען	LOC
קיזמעני	LOC
קיזען	LOC
קיזעפלאג	LOC
קיטאיראד	LOC
קיטארעד	LOC
קיטאַרעד 	LOC
קיטב	LOC
קיטוב	LOC
קיטטזעע	LOC
קיטייגאראד	LOC
קיטייגורוד	LOC
קיטילניצי	LOC
קיטין	LOC
קיטינא	LOC
קיטן	LOC
קיטנע	LOC
קיטעוו	LOC
קיטעװ	LOC
קיטעװ 	LOC
קיטעלינקע	LOC
קיטצע	LOC
קיטראס	LOC
קיטראָס 	LOC
קיטשערע 	LOC
קיִיאַן 	LOC
קייאנה	LOC
קייב	LOC
קיידאן	LOC
קיידאַן	LOC
קיידאנא	LOC
קיידינוב	LOC
קיידן	LOC
קייזערסלויטערן	LOC
קיילצה	LOC
קייעסיני	LOC
קייעף	LOC
קייפטאון	LOC
קייפטאן	LOC
קייפטון	LOC
קיי פיטשיניץ	LOC
קייראיהאז	LOC
קיירואן	LOC
קיירי	LOC
קיל	LOC
קילאַרידאָראָץ	LOC
קיליוא	LOC
קילינעשט	LOC
קילינעשט 	LOC
קיליע	LOC
קיליִע	LOC
קיליפניג	LOC
קיליקאוו	LOC
קיליקוב	LOC
קיליקיב	LOC
קיליקעוו	LOC
קיליקעװ	LOC
קיליקעװ 	LOC
קילנע	LOC
קילסהיים	LOC
קילסהײם	LOC
קילעקאוו	LOC
קילץ	LOC
קילקוב	LOC
קילקיב	LOC
קימבערלייא	LOC
קימיאט	LOC
קימיאַט 	LOC
קימירגינה	LOC
קימלע	LOC
קימניאד	LOC
קימעלישאק	LOC
קימעלישאָק	LOC
קימעלישאָק 	LOC
קימפאלינג	LOC
קימפולונג לא טיסא	LOC
קימפולינג	LOC
קימפינע	LOC
קימפּעלונג	LOC
קימפעלינג	LOC
קימפּעלינג	LOC
קינגסבורג	LOC
קינגסטאן	LOC
קינגערלעשט	LOC
קינדענהיים	LOC
קינדענהײם	LOC
קינהיניטש	LOC
קינהעניטש	LOC
קינוב	LOC
קינחניטש	LOC
קינטשעש	LOC
קיניגסבערג	LOC
קיניגספעלד	LOC
קיניגספֿעלד	LOC
קיניגריץ 	LOC
קיניגש ווארט	LOC
קיניגש ווערט	LOC
קיניזש	LOC
קיניטש	LOC
קיניעוו	LOC
קיניעװ 	LOC
קינסק	LOC
קינעוו	LOC
קינעװ 	LOC
קינצק	LOC
קינצק 	LOC
קינצקעװאָליע 	LOC
קינשבאך	LOC
קינשבורג	LOC
קינשבערג	LOC
קיסאג	LOC
קיסווענעש	LOC
קיסטא	LOC
קיסטע	LOC
קיסטריהן	LOC
קיסטרין	LOC
קיסיילין	LOC
קיסינגן	LOC
קיסינגען	LOC
קיסינדיע	LOC
קיסלאָװ	LOC
קיסלובשצ'יזנה	LOC
קיסלין	LOC
קיסנהיים	LOC
קיסנהײם	LOC
קיסניצע 	LOC
קיססינגען	LOC
קיסעלין	LOC
קיסעלין 	LOC
קיסעלעװ 	LOC
קיִע 	LOC
קיעב	LOC
קיעוו	LOC
קיעװ	LOC
קיִעװ	LOC
קיִעװ	LOC
קיעלטץ	LOC
קיעלץ	LOC
קיפארעד	LOC
קיפּאַרעד 	LOC
קיפוטשיניץ	LOC
קיפיטציניטץ	LOC
קיפיטשיניץ	LOC
קיפיטשינץ	LOC
קיפיטשעוו	LOC
קיפּיטשעװ 	LOC
קיפינגען	LOC
קיפישניץ	LOC
קיפּנע	LOC
קיפּע	LOC
קיפעל	LOC
קיפּעל	LOC
קיִפּען 	LOC
קיצאן	LOC
קיצינגען	LOC
קיציניװיץ 	LOC
קיצמאן	LOC
קיצמאַן	LOC
קיצמאַן 	LOC
קיצע	LOC
קיצעװ 	LOC
קיקאל	LOC
קיקול	LOC
קיקוניש	LOC
קיקונעש	LOC
קיקילעװאר	LOC
קיקילעסאָװאַט	LOC
קיקילעסעפלאק	LOC
קיקילעסעפּלאָק	LOC
קיקינדא	LOC
קיקינעש	LOC
קיקינעשד	LOC
קיקל	LOC
קיקל 	LOC
קיקלבורג	LOC
קיקעװ	LOC
קיקעל	LOC
קיקעלבורג	LOC
קיקעלעוואר	LOC
קיקענעשד	LOC
קיקעשע	LOC
קירא	LOC
קיראהאז	LOC
קיראלד	LOC
קיראַלד	LOC
קיראל דאראץ	LOC
קיראלהאז	LOC
קיראַלהאַז 	LOC
קיראַלי	LOC
קיראלידאראץ	LOC
קיראליהאז	LOC
קיראַליהאַז	LOC
קיראליהאזא	LOC
קיראַליהאַלמע	LOC
קיראליהעלמעץ	LOC
קיראלי העלמעץ	LOC
קיראַליהעלמעץ	LOC
קיראלימעזע	LOC
קיראַלימעזע	LOC
קיראַליסענפאל	LOC
קיראליפאלא	LOC
קיראַליפאָלאַ	LOC
קיראלירעט	LOC
קיראַלירעט	LOC
קירהאז	LOC
קירהאַז 	LOC
קירואן	LOC
קירווע	LOC
קירחדרויף	LOC
קירטװעלעש	LOC
קירטעלעש	LOC
קירטש	LOC
קירימיא	LOC
קירישמעזא	LOC
קירכבערג	LOC
קירכדארף	LOC
קירכדאָרף	LOC
קירכדאָרף 	LOC
קירכדרויף	LOC
קירכדרױף	LOC
קירכהיים	LOC
קירכהיים באלאנדן	LOC
קירכהיין	LOC
קירכהײם	LOC
קירכהײם באָלאַנדן	LOC
קירכהײַן	LOC
קירכן	LOC
קירכנדארף	LOC
קירכנדאָרף	LOC
קירכשלאַג	LOC
קירליבאַװ	LOC
קירלעבאַבע	LOC
קירמא	LOC
קירנדורף	LOC
קירנוז'יה	LOC
קירנזע	LOC
קירע	LOC
קירעהאז	LOC
קירעמע	LOC
קירקלאן	LOC
קירשעמין	LOC
קישאויסאלאש	LOC
קישאױסאַלאַש	LOC
קישאידאָ	LOC
קישאילווע	LOC
קישאילװע	LOC
קישאלמאש	LOC
קישאַלמאַש	LOC
קישאלעק	LOC
קישאָר	LOC
קישאריגד	LOC
קישבאניע	LOC
קישבאַניע	LOC
קישבאַר	LOC
קישגאלאמבפאלווא	LOC
קישגאָלאָמבפאָלװאָ	LOC
קישגערצע	LOC
קישדיער	LOC
קישהאזא	LOC
קישהאַזאָ	LOC
קישהינד	LOC
קיש ווארדא	LOC
קישווארשאן	LOC
קישװאַרדאַ	LOC
קישװארשאַן	LOC
קישטאפאלטשאני	LOC
קישטאָפּאָלטשאַני	LOC
קישטאקיי	LOC
קישטאָקײַ	LOC
קישטעלעק	LOC
קישטשעל	LOC
קישין 	LOC
קישינאב	LOC
קישינאוו	LOC
קישינוב	LOC
קישלאדאָני	LOC
קישלאז	LOC
קיש לעטי	LOC
קישלעטע	LOC
קיש-מאטין	LOC
קישמאריא	LOC
קישמאַריאַ	LOC
קישנאב	LOC
קישניצע	LOC
קישניצע 	LOC
קישסעבען	LOC
קישסעפּלאָק	LOC
קישסעקערעש	LOC
קישעטשעד	LOC
קישעלאָװע	LOC
קישענעב	LOC
קישענעוו	LOC
קישפאלוד	LOC
קישפענעש	LOC
קישקאיאן	LOC
קישקאַיאַן	LOC
קיש קאראש	LOC
קישקונהאלאש	LOC
קישקונהאָלאָש	LOC
קישקונהאָלאָש 	LOC
קישקונװײטענטרעביטש	LOC
קישקונמײַשע	LOC
קישקונמשע	LOC
קישקונפֿעלעדהאַז 	LOC
קישקונפעלעדיהאזא	LOC
קישקונפעלעדיהאַזאָ	LOC
קישקורוש	LOC
קיש קורעש	LOC
קישקיריש	LOC
קישקענד	LOC
קישקענט	LOC
קישקערויש	LOC
קישקעריש	LOC
קישקערע	LOC
קישקערעש	LOC
קישראשקא	LOC
קישראַשקאָ	LOC
קישרעברע	LOC
קיששארמאש	LOC
קיששאַרמאַש	LOC
קיששומקוט	LOC
קיששעבעש	LOC
קײדאַן	LOC
קײדאַן 	LOC
קײדענאַך	LOC
קײַזערסלױטערן	LOC
קײנאַר 	LOC
קײרי	LOC
קלאבוצק	LOC
קלאָבוצק 	LOC
קלאביצק	LOC
קלאבישק	LOC
קלאגנפורט	LOC
קלאַגנפורט	LOC
קלאַדנע	LOC
קלאדנע ?	LOC
קלאדעווע	LOC
קלאָדעװע	LOC
קלאָדעװע 	LOC
קלאזענבורג	LOC
קלאזענבערג	LOC
קלאטנאװע	LOC
קלאָטשאַװע 	LOC
קלאטשאניף	LOC
קלאָטשעװ 	LOC
קלאסטער	LOC
קלאַסטער	LOC
קלאסני	LOC
קלאסנע	LOC
קלאַסנע	LOC
קלאראווע	LOC
קלארנא	LOC
קלארנע	LOC
קלארפּעטרע	LOC
קלאשקוויטץ	LOC
קלאשקוויץ	LOC
קלאשקעס	LOC
קלבוב	LOC
קלובוצק	LOC
קלוביצק	LOC
קלודאווה	LOC
קלוז	LOC
קלוזש	LOC
"קלויז""ב"	LOC
קלויזיניבורג	LOC
קלויזנבארג	LOC
קלויזנבורג	LOC
קלויזענבארג	LOC
קלויזענבורג	LOC
קלויזענבורג במדינת זיבענבערגען	LOC
קלויזענבערג	LOC
קלויסטער	LOC
קלוניא	LOC
קלױזנבאָרג 	LOC
קלױזנבורג	LOC
קליאַסטיץ 	LOC
קליבלנד	LOC
קליוואן	LOC
קליוולאנד	LOC
קליווע	LOC
קליװאַן	LOC
קליװע 	LOC
קליטשאניף	LOC
קליטשאנעף	LOC
קליטשין	LOC
קליטשניף	LOC
קליטשעװ 	LOC
קליטשערקיס	LOC
קליין	LOC
"קליינ""וו"	LOC
קליין-אייבשטאט	LOC
קליין אילווע	LOC
קליין אלמאש	LOC
קליין-ביטשקעוו	LOC
קליין-ביסטריץ	LOC
קליין בערעזנא	LOC
קליין בערעזנע	LOC
קליין ברעזנע	LOC
קליין ברעזע	LOC
קליין גערץ	LOC
קליין דאברין	LOC
קליין דאברע	LOC
קלייןהאיבאך	LOC
קליין האיבאך	LOC
קליין וואדיין	LOC
קליינווארדיין	LOC
קליין ווארדיין	LOC
קליין וואררדיין	LOC
קליין ווארשאן	LOC
קליינווערדיין	LOC
קליין ווערדיין	LOC
קליין-טארקאן	LOC
קליין-טרין	LOC
קליין טשערנעוויץ	LOC
קליין ליפניק	LOC
קלייןמינצק	LOC
קליין-נערדלינגען	LOC
קליין-קאנישא	LOC
קליין שאיאץ	LOC
קלייןשטיינאך	LOC
קליין שטיינאך	LOC
קליין שילעצניק	LOC
קלייף	LOC
קלייפדה	LOC
קלימאוויץ	LOC
קלימאווע	LOC
קלימאָװיץ	LOC
קלימאָװע	LOC
קלימיני טעוו	LOC
קלימיץ	LOC
קלימנטוב	LOC
קלימעװיטש 	LOC
קלימעטעװ 	LOC
קלימענטאוו	LOC
קלימענטאָװ	LOC
קלימענטוב	LOC
קלימעץ	LOC
קלימקואווקע	LOC
קלימקואװקע	LOC
קלימקיפקע	LOC
קלינוארדיין	LOC
קלינווארדיין	LOC
קלינטאן	LOC
קלינצי	LOC
קלינצע	LOC
קליסוב	LOC
קליץ	LOC
קליקאל	LOC
קליקאָל	LOC
קליקאָל	LOC
קליקאָל 	LOC
קלישטשיב	LOC
קלישמשעל	LOC
קלישצ'אלה	LOC
קלישצעל	LOC
קלישקעוויץ	LOC
קלישקעװיץ 	LOC
קלײן־אונגװאַר	LOC
קלײן־אײבשטאַט	LOC
קלײן־אָסטראָװע 	LOC
קלײן־אָרשעװע	LOC
קלײן־באלדיג	LOC
קלײן־ביאַלע 	LOC
קלײן־ביסטריץ	LOC
קלײן־בערעזנע 	LOC
קלײן־ברעזנע	LOC
קלײן־גארע	LOC
קלײן־דאָברע	LOC
קלײן־דאמאש	LOC
קלײן־האָיבאַך	LOC
קלײן־װיטקעװ	LOC
קלײן־װעלעזד	LOC
קלײן־װערדײַן 	LOC
קלײן־טאַרקאַן	LOC
קלײן־טערמין	LOC
קלײן־טרין	LOC
קלײן־טשערנעװיץ 	LOC
קלײן־יאשעפו	LOC
קלײן־מינצק	LOC
קלײן־מעטשעטנע 	LOC
קלײן־נערדלינגען	LOC
קלײן־סאָלעטשניק 	LOC
קלײן־סעליטש 	LOC
קלײן־פּאָרטאָװ	LOC
קלײן־פּלאָצק	LOC
קלײן־פּערעטשעפּענע 	LOC
קלײן־פּעשט 	LOC
קלײן־קאנישא	LOC
קלײן־ראזװעדע	LOC
קלײן־שטײנאַך	LOC
קלײן־שילעצניק	LOC
קלײנדאָרף	LOC
קלײנװאַרדײן	LOC
קלײנזײַט 	LOC
קלן	LOC
קלעא	LOC
קלעאַ	LOC
קלעבאַן 	LOC
קלעוואן	LOC
קלעוואן ?	LOC
קלעווע	LOC
קלעוועלאנד	LOC
קלעװאַן	LOC
קלעװאַן 	LOC
קלעװיסק	LOC
קלעװע	LOC
קלעטישטשע 	LOC
קלעטשאוו	LOC
קלעטשאווי	LOC
קלעטשאווע	LOC
קלעטשאנאב	LOC
קלע טשאניף	LOC
קלעטשאנעוו	LOC
קלעטשאַנעװ	LOC
קלעטשאנעף	LOC
קלעטשעוו	LOC
קלעטשעווע	LOC
קלעטשעװע	LOC
קלעטשעװע 	LOC
קלעטשעניף	LOC
קלעירטאן	LOC
קלעמניץ 	LOC
קלעמענטאוו	LOC
קלעמענטאָוו	LOC
קלעמענטוב אהל אבות	LOC
קלענאוויץ	LOC
קלענאווע	LOC
קלענאָװיץ	LOC
קלענאָװע	LOC
קלענאץ	LOC
קלענאָץ	LOC
קלענויץ	LOC
קלעניוויץ	LOC
קלעניווע	LOC
קלעף	LOC
קלעפע	LOC
קלעצעוע	LOC
קלעצק	LOC
קלעצק 	LOC
קלעצקעװע	LOC
קלעשטשעוו	LOC
קלעשטשעװ	LOC
קלעשטשעל	LOC
קלעשטשעל 	LOC
קלעשציל אור יצחק	LOC
קלצ'ב	LOC
קמאהרן	LOC
קמאהרען	LOC
קמאנטש	LOC
קמארן	LOC
קמארנא	LOC
קמאַרנע	LOC
קמישלי	LOC
קמניץ דליטא	LOC
קמפולונג מולדובנסק	LOC
קמראשה	LOC
קנאזשיע	LOC
קנברי	LOC
קנדה	LOC
קנדי	LOC
קנדיאה	LOC
קנדייא	LOC
קנדייאה	LOC
קנטאקוזאווקא	LOC
קניאַזיטש 	LOC
קניאזשע	LOC
קניאַזשע 	LOC
קניגסבערג	LOC
קניהינץ	LOC
קניהניטש דברי משה	LOC
קניזייעוו	LOC
קניזען	LOC
קניכיװקע	LOC
קנין 	LOC
קניסין	LOC
קנישין	LOC
קנישין 	LOC
קנעהניטש	LOC
קנעהניטש 	LOC
קנעהעניטש	LOC
קנעזיץ	LOC
קנעניטש	LOC
קנערגיטש	LOC
קנעשיץ	LOC
קסאוועראוו	LOC
קסאַװעראָװ 	LOC
קסאנטען	LOC
קסאַנטען	LOC
קסרין	LOC
קעבלעש	LOC
קעבריל	LOC
קעברעל	LOC
קעברעלי	LOC
קעדזשין 	LOC
קעדראַסאָװקע 	LOC
קעדשעק	LOC
קעהטן	LOC
קעהער	LOC
קעוואגאערש	LOC
קעוואררעמעטע	LOC
קעווענד	LOC
קעוועשד	LOC
קעוועשד, גרויסר	LOC
קעוועשד, קליין	LOC
קעװאַגאָערש	LOC
קעװאַררעמעטע	LOC
קעװי	LOC
קעװעטשעש	LOC
קעװענד	LOC
קעװעשד	LOC
קעזדיוואשארהעלי	LOC
קעזדיװאַשאַרהעלי	LOC
קעזמאראק	LOC
קעזמארג	LOC
קעזמארק	LOC
קעזמאַרק	LOC
קעזעפבארגוי	LOC
קעזעפּבאָרגױ	LOC
קעזעפלאק	LOC
קעזעפּלאָק	LOC
קעזשמארק	LOC
קעטהען	LOC
קעטישמעזע	LOC
קעטעדיהאזא	LOC
קעטעדיהאַזאָ	LOC
קעטש	LOC
קעטשו	LOC
קעטשיקע	LOC
קעטשע	LOC
קעטשעד	LOC
קעטשער	LOC
קעטשקע	LOC
קעטשקעװיץ	LOC
קעטשקעמעט	LOC
קעטשקעמעט 	LOC
קעיאן	LOC
קעיִאן	LOC
קעכניא	LOC
קעכניע	LOC
קעלטץ	LOC
קעלטש	LOC
קעלטשי	LOC
קעלטשיגלאָװ 	LOC
קעלטשיװע	LOC
קעלטשע	LOC
קעלים	LOC
קעלין	LOC
קעלין 	LOC
קעללן	LOC
קעלם	LOC
קעלן	LOC
קעלעד	LOC
קעלעטשין	LOC
קעלעטשען	LOC
קעלעטשעני	LOC
קעלעם	LOC
קעלעם 	LOC
קעלעמענטעלקע	LOC
קעלעמער	LOC
קעלעמעש	LOC
קעלענצע	LOC
קעלעשטען	LOC
קעלץ	LOC
קעלץ 	LOC
קעלת איוב	LOC
קעמארן	LOC
קעמאָרן 	LOC
קעמאַרנע	LOC
קעמברידזש	LOC
קעמדען	LOC
קעמורן 	LOC
קעמטשע	LOC
קעמיטש	LOC
קעמיש	LOC
קעמלע	LOC
קעמניש	LOC
קעמעזע	LOC
קעמעטש	LOC
קעמעטש 	LOC
קעמעטשע	LOC
קעמער	LOC
קעמערי	LOC
קעמערן 	LOC
קעמערע	LOC
קעמפנא	LOC
קעמפּנע 	LOC
קעמפען	LOC
קעמפּען	LOC
קענאבערי	LOC
קענאַבערי	LOC
קענד	LOC
קענדערעש	LOC
קענדרע	LOC
קענזעס	LOC
קענזעס סיטע	LOC
קענטאקי	LOC
קענטי	LOC
קענטען	LOC
קעני	LOC
קעניגגרעץ	LOC
קעניגינהאף	LOC
קעניגינהאָף	LOC
קעניגסאװ	LOC
קעניגסבאך	LOC
קעניגסבאַך	LOC
קעניגסבורג	LOC
קעניגסבערג	LOC
קעניגסהאַדן	LOC
קעניגס הופען	LOC
קעניגסווארט	LOC
קעניגסווערטה	LOC
קעניגסװאַרט	LOC
קעניגסזאל	LOC
קעניגספעלד	LOC
קעניגשבורג	LOC
קעניהעץ	LOC
קעניס	LOC
קענעז	LOC
קענעלע	LOC
קענעשע	LOC
קעסא	LOC
קעסװיג	LOC
קעסטהעל	LOC
קעסטיניץ	LOC
קעסטעגי	LOC
קעסטעל	LOC
קעסטער	LOC
קעסי	LOC
קעסליז	LOC
קעסלין	LOC
קעסמארק	LOC
קעסניעטען	LOC
קעסנעטע	LOC
קעסעג	LOC
קעער	LOC
קעפיטשעניץ	LOC
קעפּיטשעניץ 	LOC
קעפעטש	LOC
קעץ	LOC
קעצמעק	LOC
קעק	LOC
קעקטשע	LOC
קעקניעטען	LOC
קעקעש	LOC
קער	LOC
קעראָפּיץ 	LOC
קערבײאן	LOC
קערגזאלין	LOC
קערהאנקסאן	LOC
קערחאנסען	LOC
קערטוועליעש	LOC
קערטװעליעש	LOC
קערטץ	LOC
קערטש	LOC
קערטשין	LOC
קערטשעד	LOC
קערטשען	LOC
קעריגהעג	LOC
קערידהעד	LOC
קעריצקיע	LOC
קעריש	LOC
קערכאנסען	LOC
קערלין	LOC
קערמענד	LOC
קערנאָזיע	LOC
קערנזאלין	LOC
קערנטן	LOC
קערניאזי	LOC
קערנעזשע	LOC
קערסטור	LOC
קערעטשין	LOC
קערעטשענד	LOC
קערעטשענה	LOC
קערעלע	LOC
קערעם	LOC
קערעסטוהר	LOC
קערעסטוט	LOC
קערעסטור	LOC
קערעסטיר	LOC
קערעסטיר 	LOC
קערעסטעט	LOC
קערעסטער	LOC
קערעסטעש	LOC
קערעסמעזע	LOC
קערעפליע	LOC
קערעפּליע	LOC
קערעפּעץ	LOC
קערעצקי	LOC
קערעצקי 	LOC
קערעקנין	LOC
קערעקניע	LOC
קערעש	LOC
קערעשד	LOC
קערעשהעדי	LOC
קערעשלאדאני	LOC
קערעשלאָדאַני	LOC
קערעשמעזע	LOC
קערעשפאטאק	LOC
קערעשפּאָטאָק	LOC
קערעשקען	LOC
קערץ	LOC
קעשאָװצע	LOC
קעשינאוו	LOC
קעשינוב	LOC
קעשיניב	LOC
קעשינעוו	LOC
קעשמארק	LOC
קעשנאוו	LOC
קעשנוב	LOC
קעשענאוו	LOC
קעשענעוו	LOC
קעשענעװ	LOC
קעשענעװ 	LOC
קעשערי	LOC
קעשעשאוויץ	LOC
קפוטשיניץ	LOC
קפולנוק מונושטור	LOC
קפיטשיניץ	LOC
קפיף	LOC
קצנטינא	LOC
"קק""מ"	LOC
קראָאַטיע	LOC
קראַגאָװיץ	LOC
קראהלי	LOC
קראון-הייטס	LOC
קראז	LOC
קראזש	LOC
קראָזש	LOC
קראָזש	LOC
קראָזש 	LOC
קראטאשין	LOC
קראָטאָשין	LOC
קראטינגא	LOC
קראטינגע	LOC
קראטינגען	LOC
קראָטשאַנקי	LOC
קראטשין	LOC
קראָטשין 	LOC
קראַטשקיװקע 	LOC
קראיאווא	LOC
קראיאווע	LOC
קראַיאָװע	LOC
קראיאנקע	LOC
קראָיאַנקע	LOC
קראיובה	LOC
קראיולוב	LOC
קראייווע	LOC
קראין	LOC
קראינה	LOC
קראינקע	LOC
קראל	LOC
קראלא	LOC
קראלאוועץ	LOC
קראָלאָװעץ 	LOC
קראלי	LOC
קראליעוועץ	LOC
קראָליעװעץ	LOC
קראליק	LOC
קראללע	LOC
קראלע	LOC
קראָלע	LOC
קראלפאלווא	LOC
קראָמױ, מעריש	LOC
קראָמױ מעריש	LOC
קראָמסק 	LOC
קראמפאך	LOC
קראָמפּאַך	LOC
קראמפעד	LOC
קראן	LOC
קראָן	LOC
קראָן 	LOC
קראניוויץ?	LOC
קראניצע	LOC
"קראנע א""ד בראהע"	LOC
"קראָנע א""ד בראַהע"	LOC
קראנפאך	LOC
קראנקי	LOC
קראנשטאדט	LOC
קראנשטאט	LOC
קראָנשטאַט	LOC
קראָס	LOC
קראָס 	LOC
קראסאוו	LOC
קראַסאָװ	LOC
קראסוב	LOC
קרא סוב	LOC
קראסובאזאר	LOC
קראסובזאר	LOC
קראסטיהר	LOC
קראַסיװע	LOC
קראסילאוו	LOC
קראַסילאָװ	LOC
קראסילב	LOC
קראסיליב	LOC
קראַסלאַװע	LOC
קראסן	LOC
קראָסן	LOC
קראסנא	LOC
קראָסנאָ	LOC
קראסנאבראד	LOC
קראַסנאָבראָד	LOC
קראַסנאָבראָד 	LOC
קראַסנאָגראַד 	LOC
קראסנאוויץ	LOC
קראַסנאָװיץ	LOC
קראסנאָװע	LOC
קראסנאמיהייפאלווא	LOC
קראַסנאָמיהײַפאָלװאָ	LOC
קראַסנאָסעלקע 	LOC
קראַסנאָפאָלו	LOC
קראַסנאָץ	LOC
קראסנאשעלץ	LOC
קראסנה	LOC
קראסנושיילץ	LOC
קראסני	LOC
קראסני בראד	LOC
קראסניסטאב	LOC
קראסניסטאוו	LOC
קראַסניסטאַװ	LOC
קראַסניסטעװ 	LOC
קראַסניע	LOC
קראסניפאלי	LOC
קראסניק	LOC
קראסנישארע	LOC
קראַסנישאָרע	LOC
קראסנישילץ	LOC
קראסנע	LOC
קראַסנע	LOC
קראַסנע 	LOC
קראָסנע	LOC
קראָסנע 	LOC
קראַסנעלוק 	LOC
קראסנעפאליע	LOC
